packet_timestamp,time,vel_x,vel_y,vel_z,vel_mag
5296.25,5296.25,10.02222222222222,-0.6222222222222222,-0.1,10.042099574796206
5296.25,5296.35,10.33,-0.6300000000000001,0.0,10.349266904833176
5296.25,5296.45,11.144444444444444,-0.7,0.0888888888888888,11.16700392397622
5296.25,5296.55,12.481818181818182,-0.6545454545454544,0.4,12.505964895129924
5296.25,5296.65,12.81111111111111,-0.4888888888888889,0.6777777777777777,12.838727674857832
5296.25,5296.75,11.522222222222222,-0.2444444444444444,0.8,11.55265945867188
5296.25,5296.85,10.336363636363636,-0.1727272727272727,0.7363636363636363,10.364143667478622
5296.25,5296.95,9.77777777777778,-0.2,0.6333333333333333,9.80039673166589
5296.25,5297.05,9.854545454545455,-0.2727272727272727,0.5999999999999999,9.876657246963838
5296.25,5297.15,10.144444444444444,-0.3,0.6,10.166600888621652
5297.25,5297.25,10.3,-0.2,0.5777777777777777,10.318214508492542
5297.25,5297.35,10.254545454545456,-0.2,0.5545454545454545,10.271607698590577
5297.25,5297.45,10.088888888888889,-0.1888888888888888,0.6,10.108529584106842
5297.25,5297.55,9.81818181818182,-0.1363636363636364,0.5545454545454546,9.834996530882105
5297.25,5297.65,9.65,-0.12,0.5,9.663774507476438
5297.25,5297.75,9.5125,-0.1,0.5,9.52615658905954
5297.25,5297.85,9.481818181818182,-0.1454545454545454,0.5,9.496235574073978
5297.25,5297.95,9.422222222222224,-0.1111111111111111,0.5,9.436186600623408
5297.25,5298.05,9.372727272727271,-0.1181818181818182,0.5,9.38687705261137
5297.25,5298.15,9.3,-0.1,0.5,9.313968005098582
5298.25,5298.25,9.233333333333334,-0.1,0.5,9.247402401587228
5298.25,5298.35,9.2,-0.1,0.5,9.214119932232895
5298.25,5298.45,9.06,-0.1,0.5,9.074337859862611
5298.25,5298.55,8.91,-0.09,0.5,8.924522862039439
5298.25,5298.65,8.8,-0.09,0.5,8.814703623550859
5298.25,5298.75,8.744444444444445,-0.0888888888888888,0.5,8.759235859775055
5298.25,5298.85,8.649999999999999,-0.09,0.5,8.664958328417702
5298.25,5298.95,8.599999999999998,-0.1,0.45,8.61249053264638
5298.25,5299.05,8.51,-0.1,0.49,8.524740149433308
5298.25,5299.15,8.49,-0.06,0.41,8.500299608037448
5299.25,5299.25,8.410000000000002,-0.06,0.4,8.419863956977057
5299.25,5299.35,8.366666666666667,-0.0444444444444444,0.4,8.376488301346889
5299.25,5299.45,8.3,-0.05,0.4,8.309933808971792
5299.25,5299.55,8.22,0.0,0.4,8.22972683341099
5299.25,5299.65,8.179999999999998,0.0,0.4,8.189774346402846
5299.25,5299.75,8.099999999999998,0.0,0.4,8.10987052917616
5299.25,5299.85,8.066666666666666,0.0,0.4,8.076578272050877
5299.25,5299.95,8.0,0.0,0.4,8.009993757800315
5299.25,5300.05,7.9300000000000015,0.0,0.4,7.940082197498322
5299.25,5300.15,7.877777777777778,0.0,0.4,7.887926672599509
5300.25,5300.25,7.81,0.0,0.4,7.820236718338592
5300.25,5300.35,7.75,0.0,0.4,7.760316143193575
5300.25,5300.45,7.699999999999999,0.0,0.4,7.710382610480496
5300.25,5300.55,7.654545454545453,0.0,0.4,7.664990076705803
5300.25,5300.65,7.599999999999999,0.0,0.4,7.610519036176178
5300.25,5300.75,7.55,0.0,0.4,7.56058906421317
5300.25,5300.85,7.5,0.0,0.4,7.510659092250161
5300.25,5300.95,7.48888888888889,0.0,0.4,7.499563962606761
5300.25,5301.05,7.400000000000002,0.0,0.4,7.410802925459563
5300.25,5301.15,7.400000000000001,0.0,0.4,7.410802925459562
5301.25,5301.25,7.31,0.01,0.4,7.321004301422148
5301.25,5301.35,7.3,0.1,0.4,7.311634564172365
5301.25,5301.45,7.25,0.1,0.4,7.26171522850674
5301.25,5301.55,7.20909090909091,0.1,0.2999999999999999,7.2160233719783315
5301.25,5301.65,7.199999999999999,0.1,0.3,7.2069410986909
5301.25,5301.75,7.2,0.1,0.36,7.209853975181031
5301.25,5301.85,7.2,0.1,0.2999999999999999,7.206941098690901
5301.25,5301.95,7.2,0.1,0.3,7.2069410986909
5301.25,5302.05,7.254545454545454,0.1636363636363636,0.2999999999999999,7.262743512267535
5301.25,5302.15,7.3,0.16,0.2999999999999999,7.308077653450235
5302.25,5302.25,7.311111111111111,0.2,0.3,7.319996451509525
5302.25,5302.35,7.40909090909091,0.2,0.2636363636363636,7.41663561580443
5302.25,5302.45,7.5,0.2,0.2,7.505331438384317
5302.25,5302.55,7.5,0.2,0.2,7.505331438384317
5302.25,5302.65,7.519999999999999,0.2,0.15,7.524323249490275
5302.25,5302.75,7.577777777777777,0.2,0.1,7.581076280066696
5302.25,5302.85,7.563636363636363,0.2,0.0727272727272727,7.566761708237903
5302.25,5302.95,7.599999999999999,0.2,0.0,7.602631123499284
5302.25,5303.05,7.699999999999999,0.2,0.0,7.702596964660685
5302.25,5303.15,7.769999999999999,0.13,0.0,7.771227788909995
5303.25,5303.25,7.922222222222223,0.1,0.0,7.922853350385109
