packet_timestamp,time,acc_x,acc_y,acc_z,acc_mag
5281.25,5281.25,9.867,-0.7060000000000001,-0.221,9.894873445961675
5281.25,5281.35,9.9,-0.662,-0.202,9.924246165220262
5281.25,5281.45,9.885,-0.751,-0.247,9.916825693890267
5281.25,5281.55,9.882,-0.8110000000000002,-0.128,9.916257006039014
5281.25,5281.65,9.89,-0.751111111111111,-0.1444444444444444,9.919990172786942
5281.25,5281.75,9.875,-0.649,-0.224,9.898950899369172
5281.25,5281.85,9.883,-0.6880000000000001,-0.206,9.909256530822004
5281.25,5281.95,9.89,-0.808,-0.286,9.92747459969237
5281.25,5282.05,9.883636363636365,-0.7872727272727272,-0.2354545454545454,9.918028847750705
5281.25,5282.15,9.88875,-0.69875,-0.0975,9.913982325213636
5282.25,5282.25,9.895,-0.655,-0.1899999999999999,9.91867202998372
5282.25,5282.35,9.842727272727274,-0.7599999999999999,-0.1509090909090909,9.873553305617865
5282.25,5282.45,9.893333333333334,-0.8288888888888889,-0.1533333333333333,9.929428545281109
5282.25,5282.55,9.882727272727273,-0.73,-0.2990909090909091,9.914304751424332
5282.25,5282.65,9.84375,-0.67875,-0.26375,9.870848520689272
5282.25,5282.75,9.872,-0.7110000000000001,-0.209,9.900251202889027
5282.25,5282.85,9.865454545454543,-0.8118181818181818,-0.2172727272727272,9.901754570807116
5282.25,5282.95,9.86888888888889,-0.7833333333333333,-0.1166666666666666,9.90105161678236
5282.25,5283.05,9.862727272727271,-0.7072727272727273,-0.1354545454545454,9.889441332218627
5282.25,5283.15,9.891111111111112,-0.6822222222222222,-0.2022222222222222,9.916767734310968
5283.25,5283.25,9.910000000000002,-0.7733333333333332,-0.2155555555555555,9.942930796711831
5283.25,5283.35,9.850909090909092,-0.7945454545454544,-0.2872727272727273,9.920304793707915
5283.25,5283.45,10.315555555555555,-0.6977777777777778,-0.4377777777777778,10.363601051567947
5283.25,5283.55,132.9018181818182,2.002727272727273,1.2254545454545456,133.018874633009
5283.25,5283.65,147.3011111111111,1.721111111111111,1.2866666666666666,147.3315119283432
5283.25,5283.75,144.46999999999997,2.636666666666667,1.0433333333333334,144.53504438540477
5283.25,5283.85,143.08999999999995,2.4709090909090907,1.160909090909091,143.12106979617508
5283.25,5283.95,143.077,2.645,1.221,143.10808495033226
5283.25,5284.05,143.478,2.54,1.523,143.50941498061218
5283.25,5284.15,144.506,2.383,1.514,144.53427274104266
5284.25,5284.25,145.10875,2.1725,1.70375,145.13591771094428
5284.25,5284.35,144.78363636363636,2.0436363636363635,1.6390909090909092,144.80984840597517
5284.25,5284.45,145.017,1.7729999999999997,1.559,145.03749014120686
5284.25,5284.55,146.023,1.757,0.9309999999999998,146.03828794730524
5284.25,5284.65,147.71300000000002,1.468,0.367,147.722236151177
5284.25,5284.75,149.64333333333332,1.0522222222222222,-0.5033333333333333,149.6501341177612
5284.25,5284.85,150.603,0.373,-1.493,150.6127619720756
5284.25,5284.95,151.60399999999998,0.109,-2.116,151.62035076713772
5284.25,5285.05,152.52900000000002,-0.3899999999999999,-2.547,152.55707682713373
5284.25,5285.15,153.441,-0.641,-2.845,153.47560928351848
5285.25,5285.25,154.28555555555556,-0.8666666666666667,-3.5033333333333334,154.33596496354292
5285.25,5285.35,154.446,-1.6920000000000002,-3.569,154.50662400336506
5285.25,5285.45,155.06300000000002,-2.324,-4.398000000000001,155.14453797844948
5285.25,5285.55,155.248,-2.56,-5.029,155.35465264878866
5285.25,5285.65,155.55555555555554,-3.4044444444444446,-5.444444444444445,155.69359211073024
5285.25,5285.75,156.00333333333333,-3.89,-7.366666666666668,156.22818689582144
5285.25,5285.85,156.386,-3.961,-8.41,156.6653378697691
5285.25,5285.95,154.084,-5.92,-8.809999999999999,154.4707307952606
5285.25,5286.05,150.42454545454547,-7.761818181818182,-11.015454545454547,151.03403491030437
5285.25,5286.15,149.62888888888887,-8.144444444444444,-13.87,150.49857632044368
5286.25,5286.25,148.45555555555555,-7.348888888888889,-14.805555555555555,149.3749359987738
5286.25,5286.35,146.837,-7.45,-14.282000000000002,147.72625346647442
5286.25,5286.45,144.76444444444445,-8.194444444444445,-12.53,145.54255866729747
5286.25,5286.55,141.64636363636365,-8.869090909090907,-12.886363636363637,142.52212704723422
5286.25,5286.65,139.3222222222222,-7.651111111111111,-13.54111111111111,140.20225252010204
5286.25,5286.75,137.112,-4.28,-15.129,138.05916767070613
5286.25,5286.85,135.11,-1.6149999999999998,-12.746,135.73870380074726
5286.25,5286.95,133.1677777777778,0.8133333333333332,-10.628888888888888,133.60849868611342
5286.25,5287.05,130.7972727272727,1.8745454545454543,-7.256363636363636,131.0219967302445
5286.25,5287.15,129.11555555555557,2.893333333333333,-5.918888888888889,129.31108844420396
5287.25,5287.25,124.627,3.194,-4.408,124.75358374863666
5287.25,5287.35,111.13,3.778,-2.944,111.23794472880108
5287.25,5287.45,96.38,4.134444444444444,-2.1244444444444444,96.49625201867346
5287.25,5287.55,83.9609090909091,4.373636363636364,-1.4845454545454544,84.0901023638517
5287.25,5287.65,77.728,4.86,-0.7830000000000001,77.88606749617034
5287.25,5287.75,72.04777777777777,5.025555555555555,-0.2299999999999999,72.22391744283837
5287.25,5287.85,67.49300000000001,5.371,0.355,67.71310735460592
5287.25,5287.95,62.54666666666666,5.59111111111111,0.9300000000000002,62.80782832997017
5287.25,5288.05,54.8490909090909,6.305454545454546,1.79,55.24646308517145
5287.25,5288.15,42.615,6.761,2.659,43.24397121554726
5288.25,5288.25,33.19555555555556,7.133333333333334,4.554444444444444,34.31549651997
5288.25,5288.35,26.435,7.83,6.92,28.45743553343711
5288.25,5288.45,23.743,8.463,7.361,26.276674327958062
5288.25,5288.55,16.113,8.616000000000001,8.781000000000002,20.379894443430302
5288.25,5288.65,7.234,8.461,8.148,14.132451942785952
5288.25,5288.75,-3.5244444444444443,8.363333333333332,7.937777777777778,12.2572718804797
5288.25,5288.85,-10.988181818181818,7.586363636363637,8.491818181818184,15.932155577308622
5288.25,5288.95,-17.01666666666667,7.616666666666666,8.523333333333333,20.517563389443453
5288.25,5289.05,-20.824,7.715999999999999,9.142,24.033628425838277
5288.25,5289.15,-25.592,7.061,8.856,27.999997460403243
5289.25,5289.25,-28.721,7.249,8.919,30.949400471605664
5289.25,5289.35,-33.504,6.786000000000001,8.651,35.276261650700775
5289.25,5289.45,-36.78777777777778,6.551111111111111,8.575555555555555,38.343774662589816
5289.25,5289.55,-40.378,6.322999999999999,8.315000000000001,41.73330174722785
5289.25,5289.65,-44.89,5.922999999999999,8.219,46.03080141676361
5289.25,5289.75,-46.919,5.481,7.603,47.86237803933514
5289.25,5289.85,-49.247,5.208,7.103999999999999,50.044801355512845
5289.25,5289.95,-51.46888888888889,4.617777777777778,6.588888888888889,52.10093436826477
5289.25,5290.05,-50.666,4.071,6.113,51.19768987764648
5289.25,5290.15,-49.408888888888896,3.6277777777777778,5.303333333333333,49.8278604469605
5290.25,5290.25,-48.217,3.044,4.526,48.53425488501419
5290.25,5290.35,-46.799,2.92,4.010999999999999,47.06884938477393
5290.25,5290.45,-45.806666666666665,2.515555555555556,3.286666666666666,45.99717904455444
5290.25,5290.55,-44.63727272727273,1.9418181818181812,2.5000000000000004,44.75417674909084
5290.25,5290.65,-43.63222222222223,1.7822222222222222,1.7633333333333332,43.707079754246
5290.25,5290.75,-42.703,1.438,1.252,42.74994026545674
5290.25,5290.85,-41.53099999999999,1.011,0.452,41.549186383373865
5290.25,5290.95,-40.582,0.6070000000000001,-0.4109999999999999,40.5897522323401
5290.25,5291.05,-39.783,0.333,-1.294,39.80823149405391
5290.25,5291.15,-38.99666666666667,0.0877777777777777,-2.0344444444444445,39.05272400165952
5291.25,5291.25,-38.14,-0.402,-2.694,38.24100420090844
5291.25,5291.35,-37.25909090909091,-0.7127272727272728,-3.5845454545454545,37.44019075748517
5291.25,5291.45,-36.26888888888888,-1.086666666666667,-4.228888888888889,36.53421605684522
5291.25,5291.55,-35.403,-1.361,-4.873,35.764049141622706
5291.25,5291.65,-34.731111111111105,-1.5777777777777775,-5.447777777777778,35.194176560179
5291.25,5291.75,-33.987,-1.892,-6.061999999999999,34.577737281147435
5291.25,5291.85,-33.22090909090909,-2.136363636363636,-6.661818181818182,33.95424548654639
5291.25,5291.95,-32.403333333333336,-2.49,-7.198888888888888,33.28825609927043
5291.25,5292.05,-31.687,-2.808,-7.652000000000001,32.72262314520991
5291.25,5292.15,-30.931,-3.121,-8.251999999999999,32.169843933744446
5292.25,5292.25,-30.148888888888887,-3.4711111111111115,-8.901111111111112,31.63304381660117
5292.25,5292.35,-29.122727272727275,-3.793636363636365,-9.586363636363638,30.896889828854334
5292.25,5292.45,-28.230000000000004,-4.038888888888889,-10.051111111111112,30.239808189071155
5292.25,5292.55,-27.487,-4.391,-10.628,29.79939150845296
5292.25,5292.65,-27.176000000000005,-4.6240000000000006,-11.152,29.738525002676123
5292.25,5292.75,-26.764444444444447,-4.923333333333333,-11.702222222222222,29.623992258465275
5292.25,5292.85,-26.39454545454545,-5.285454545454546,-11.987272727272728,29.468465481450576
5292.25,5292.95,-26.293,-5.408,-12.271,29.51714263471685
5292.25,5293.05,-25.944444444444443,-5.781111111111112,-12.612222222222222,29.42202986416302
5292.25,5293.15,-25.59111111111111,-5.875555555555556,-12.943333333333335,29.27533124808717
5293.25,5293.25,-25.38,-6.09,-13.088888888888889,29.19960278661716
5293.25,5293.35,-24.933636363636367,-6.403636363636363,-13.413636363636364,29.031185007467403
5293.25,5293.45,-24.537,-6.591000000000001,-13.544999999999998,28.793457963819275
5293.25,5293.55,-24.184,-6.514,-13.491,28.44882326760361
5293.25,5293.65,-23.772222222222226,-6.463333333333334,-13.29,27.992133946440557
5293.25,5293.75,-23.279,-6.297000000000001,-13.159,27.47355845865668
5293.25,5293.85,-22.822,-6.380000000000001,-13.158,27.106422541063694
5293.25,5293.95,-22.466,-6.417,-12.970000000000002,26.72388898595015
5293.25,5294.05,-22.027,-6.437,-12.793,26.274170677126868
5293.25,5294.15,-21.75,-6.448888888888889,-12.594444444444443,25.949044572011715
5294.25,5294.25,-21.367,-6.557,-12.522,25.620468736333837
5294.25,5294.35,-20.922,-6.454000000000001,-12.425,25.176278572297413
5294.25,5294.45,-20.56,-6.504,-12.271,24.81294419217168
5294.25,5294.55,-20.271,-6.412000000000001,-12.007,24.41881876297405
5294.25,5294.65,-19.93625,-6.405,-11.77875,24.027128244306702
5294.25,5294.75,-19.506,-6.365,-11.706,23.62501578717331
5294.25,5294.85,-19.133,-6.303,-11.536,23.21563912099973
5294.25,5294.95,-18.76,-6.264,-11.336,22.79790302423241
5294.25,5295.05,-18.223636363636363,-6.200909090909092,-11.104545454545454,22.22494051508794
5294.25,5295.15,-17.5875,-6.135,-10.83375,21.550390527041344
5295.25,5295.25,-16.860999999999997,-5.982999999999999,-10.487,20.7441602848749
5295.25,5295.35,-15.239999999999998,-4.946,-9.575,18.680099276597225
5295.25,5295.45,-14.496666666666666,-4.078888888888888,-8.185555555555554,17.155007824484276
5295.25,5295.55,-14.056363636363637,-4.096363636363637,-7.342727272727273,16.395609917732198
5295.25,5295.65,-14.09,-4.617777777777778,-7.59111111111111,16.66141972881367
5295.25,5295.75,-14.08777777777778,-5.165555555555555,-8.258888888888889,17.132058458002764
5295.25,5295.85,-14.090000000000002,-5.413636363636363,-8.485454545454546,17.31996945585142
5295.25,5295.95,-13.933333333333334,-5.415555555555556,-8.68888888888889,17.292966360288787
5295.25,5296.05,-14.005454545454546,-5.590909090909091,-8.762727272727274,17.4435187528383
5295.25,5296.15,-13.721111111111112,-5.71,-8.787777777777778,17.266587810872807
5296.25,5296.25,-13.781111111111109,-6.095555555555555,-8.886666666666665,17.496374772462968
5296.25,5296.35,-13.641818181818184,-6.605454545454544,-8.823636363636362,17.541813596756985
5296.25,5296.45,-13.637777777777778,-8.12,-9.25,18.382681455580983
5296.25,5296.55,-13.547272727272729,-10.75909090909091,-10.430909090909092,20.213063137942594
5296.25,5296.65,-13.122,-10.7,-10.761,20.068722482716232
5296.25,5296.75,-12.3675,-7.7575,-7.31125,16.353344008321116
5296.25,5296.85,-11.793636363636365,-6.295454545454546,-4.796363636363636,14.215681715251415
5296.25,5296.95,-11.463333333333331,-6.134444444444445,-4.132222222222222,13.652940703946973
5296.25,5297.05,-11.116363636363635,-6.626363636363636,-4.643636363636363,13.756184694440368
5296.25,5297.15,-10.847,-6.706,-5.4,13.851928415597834
5297.25,5297.25,-10.51125,-6.706250000000001,-5.7575,13.74140566897772
5297.25,5297.35,-10.209999999999996,-6.181818181818182,-5.801818181818182,13.284992189558318
5297.25,5297.45,-9.991,-5.771,-5.537000000000001,12.805836974892472
5297.25,5297.55,-9.773,-5.325,-5.077,12.23593870685318
5297.25,5297.65,-9.607,-5.144999999999999,-4.756,11.898773372757017
5297.25,5297.75,-9.405555555555557,-5.144444444444444,-4.5488888888888885,11.661113694910869
5297.25,5297.85,-9.232,-5.021999999999999,-4.710999999999999,11.523694320929328
5297.25,5297.95,-9.045000000000002,-5.066,-4.661,11.382236404109356
5297.25,5298.05,-8.878,-4.94,-4.757,11.239402504817324
5297.25,5298.15,-8.700999999999999,-4.914999999999999,-4.576,10.998648204054788
5298.25,5298.25,-8.579,-4.664999999999999,-4.514,10.777723847534064
5298.25,5298.35,-8.293333333333331,-4.565555555555556,-4.696666666666666,10.578506893012149
5298.25,5298.45,-8.207,-4.211,-4.495,10.27148457785339
5298.25,5298.55,-8.052000000000001,-4.204,-4.142999999999999,9.986515608977044
5298.25,5298.65,-7.856999999999999,-3.96,-4.116000000000001,9.724317962422472
5298.25,5298.75,-7.719999999999999,-3.916,-3.972,9.52594946171131
5298.25,5298.85,-7.593333333333334,-3.8922222222222222,-3.965555555555556,9.411626619045848
5298.25,5298.95,-7.503,-3.879,-3.984,9.34359509500999
5298.25,5299.05,-7.356,-3.799,-3.868,9.148355861199049
5298.25,5299.15,-7.177777777777779,-3.7,-3.841111111111111,8.946832700750772
5299.25,5299.25,-7.101999999999999,-3.585,-3.82,8.827425286900711
5299.25,5299.35,-7.015555555555554,-3.588888888888889,-3.7322222222222217,8.736743784186634
5299.25,5299.45,-6.938,-3.467,-3.7279999999999993,8.618587083014546
5299.25,5299.55,-6.741818181818181,-3.389090909090909,-3.61,8.366876480797991
