mission_time,metres
5283.359,560.429
5283.41,365.0
5283.43,560.162
5283.5,560.34
5283.51,365.0
5283.57,559.806
5283.61,365.0
5283.64,559.362
5283.71,560.162
5283.71,365.0
5283.78,560.873
5283.81,365.0
5283.85,563.275
5283.91,365.0
5283.92,566.566
5283.99,570.394
5284.01,365.0
5284.06,575.202
5284.12,365.0
5284.13,580.281
5284.2,586.611
5284.21,365.0
5284.27,593.482
5284.31,365.0
5284.34,601.163
5284.41,609.119
5284.42,365.0
5284.48,618.962
5284.51,372.3
5284.55,628.996
5284.61,372.2
5284.62,639.132
5284.69,649.64
5284.7,372.1
5284.76,660.07
5284.8,372.2
5284.83,673.036
5284.9,689.363
5284.9,372.2
5284.97,705.992
5285.01,372.2
5285.04,719.483
5285.11,372.3
5285.11,736.989
5285.18,756.442
5285.21,372.3
5285.25,776.488
5285.3,372.4
5285.32,791.097
5285.39,816.082
5285.4,372.4
5285.46,838.384
5285.5,372.5
5285.53,853.284
5285.6,881.04
5285.6,372.5
5285.67,902.496
5285.7,372.5
5285.74,927.629
5285.8,372.5
5285.81,956.004
5285.88,986.532
5285.9,372.5
5285.95,1019.612
5286.01,372.5
5286.02,1056.783
5286.09,1091.56
5286.1,372.5
5286.16,1065.18
5286.2,372.5
5286.23,1042.553
5286.3,1034.837
5286.31,372.4
5286.37,1035.683
5286.4,372.4
5286.44,1041.8
5286.5,372.4
5286.51,1054.991
5286.58,1066.313
5286.6,372.4
5286.65,1062.16
5286.7,372.4
5286.72,1041.707
5286.79,1009.665
5286.79,372.6
5286.86,979.613
5286.89,372.6
5286.93,959.08
5287.0,952.929
5287.0,385.0
5287.07,962.529
5287.1,386.7
5287.14,975.502
5287.199,390.9
5287.21,989.338
5287.28,1005.539
5287.3,392.7
5287.35,1024.12
5287.4,394.2
5287.42,1050.372
5287.49,1072.642
5287.49,394.9
5287.56,1095.255
5287.59,395.3
5287.63,1116.124
5287.7,395.8
5287.7,1138.663
5287.77,1163.459
5287.79,397.6
5287.839,1188.138
5287.89,398.5
5287.91,1215.386
5287.98,1244.652
5288.0,399.0
5288.05,1273.149
5288.1,399.7
5288.12,1300.48
5288.19,1331.407
5288.2,400.6
5288.26,1364.599
5288.3,401.9
5288.33,1396.352
5288.4,1442.133
5288.4,402.5
5288.47,1491.341
5288.49,403.5
5288.54,1542.436
5288.59,403.9
5288.61,1588.216
5288.68,1635.255
5288.69,404.4
5288.75,1692.316
5288.8,405.0
5288.82,1739.84
5288.89,1794.218
5288.89,406.8
5288.96,1853.302
5289.0,407.8
5289.03,1917.919
5289.1,1969.363
5289.1,408.3
5289.17,2007.914
5289.2,408.7
5289.24,2043.251
5289.3,409.1
5289.31,2089.921
5289.38,2135.673
5289.4,410.6
5289.45,2180.488
5289.5,410.9
5289.52,2230.637
5289.59,2291.234
5289.6,412.0
5289.66,2348.751
5289.7,412.3
5289.73,2390.076
5289.8,414.1
5289.8,2420.399
5289.87,2462.078
5289.89,414.8
5289.94,2505.755
5290.0,415.1
5290.01,2550.561
5290.08,2597.983
5290.1,416.2
5290.15,2658.894
5290.2,416.7
5290.22,2717.95
5290.29,2753.975
5290.3,417.0
5290.36,2779.389
5290.399,417.4
5290.43,2818.584
5290.5,2859.364
5290.5,418.3
5290.57,2903.863
5290.6,418.6
5290.64,2957.81
5290.69,420.3
5290.71,3019.125
5290.78,3053.953
5290.8,420.6
5290.85,3076.213
5290.89,420.9
5290.92,3112.723
5290.99,3149.996
5291.0,421.0
5291.06,3194.481
5291.1,421.0
5291.13,3260.364
5291.2,3303.958
5291.2,421.0
5291.27,3317.759
5291.3,421.0
5291.34,3351.617
5291.4,421.0
5291.41,3386.979
5291.48,3436.987
5291.5,421.3
5291.55,3504.549
5291.6,421.4
5291.62,3522.093
5291.69,3542.206
5291.69,421.5
5291.76,3575.58
5291.8,421.5
5291.83,3617.645
5291.9,421.6
5291.9,3684.358
5291.97,3709.383
5292.0,421.7
5292.04,3724.381
5292.1,421.8
5292.11,3757.187
5292.18,3798.342
5292.2,422.4
5292.25,3865.322
5292.3,422.6
5292.319,3884.425
5292.39,3902.118
5292.4,423.0
5292.46,3932.705
5292.49,424.5
5292.53,3979.529
5292.6,424.5
5292.6,4039.232
5292.67,4046.49
5292.7,425.8
5292.74,4071.94
5292.79,425.8
5292.81,4103.693
5292.88,4162.922
5292.9,425.9
5292.95,4195.294
5293.0,425.9
5293.02,4207.071
5293.09,4234.937
5293.1,425.9
5293.16,4277.945
5293.2,427.0
5293.23,4335.494
5293.3,4342.871
5293.3,427.1
5293.37,4369.234
5293.4,427.1
5293.44,4400.867
5293.5,427.1
5293.51,4458.84
5293.58,4482.452
5293.599,427.1
5293.65,4499.177
5293.7,427.2
5293.72,4526.46
5293.79,4571.415
5293.8,427.2
5293.86,4619.777
5293.9,428.3
5293.93,4628.128
5294.0,4653.954
5294.0,428.3
5294.07,4686.385
5294.1,428.4
5294.14,4747.239
5294.2,428.4
5294.21,4770.209
5294.28,4784.139
5294.3,428.4
5294.35,4810.302
5294.4,428.4
5294.42,4853.841
5294.49,4911.151
5294.5,428.5
5294.56,4918.603
5294.59,428.6
5294.63,4942.794
5294.7,428.6
5294.7,4972.755
5294.77,5028.918
5294.8,428.6
5294.84,5071.933
5294.9,428.7
5294.91,5083.937
5294.98,5116.542
5295.0,428.7
5295.05,5156.94
5295.1,428.7
5295.12,5228.412
5295.19,5278.216
5295.2,428.7
5295.26,5306.272
5295.3,428.7
5295.33,5356.539
5295.4,5414.853
5295.4,428.7
5295.47,5487.918
5295.5,428.7
5295.54,5496.218
5295.59,428.7
5295.61,5491.269
5295.68,5516.522
5295.7,428.7
5295.75,5528.697
5295.8,428.7
5295.82,5568.867
5295.89,5615.545
5295.9,428.7
5295.96,5606.48
5296.0,428.7
5296.03,5619.595
5296.1,5637.926
5296.1,428.7
5296.17,5673.891
5296.2,428.7
5296.24,5733.3
5296.3,428.7
5296.31,5728.21
5296.38,5730.016
5296.4,428.7
5296.45,5750.399
5296.52,5791.643
5296.59,5866.061
5296.66,5853.223
5296.73,5874.574
5296.799,5903.35
5296.87,5972.174
5296.94,5954.282
5297.01,5940.805
5297.08,5951.754
5297.15,5978.766
5297.22,6050.597
5297.29,6044.801
5297.36,6023.185
5297.4,0.0
5297.43,6037.646
5297.5,723.0
5297.5,6063.909
5297.57,6141.643
5297.6,723.0
5297.64,6139.058
5297.7,723.0
5297.71,6109.468
5297.78,6124.25
5297.8,723.0
5297.85,6144.747
5297.9,723.0
5297.92,6215.926
5297.99,6244.323
5298.0,723.0
5298.06,6206.018
5298.1,723.0
5298.13,6215.056
5298.2,6229.85
5298.2,736.1
5298.27,6274.566
5298.3,723.0
5298.34,6338.732
5298.4,723.0
5298.41,6320.047
5298.48,6302.458
5298.55,6315.294
5298.62,6336.438
5298.69,6403.746
5298.76,6440.639
5298.83,6405.17
5298.9,6403.925
5298.97,6417.094
5299.04,6441.89
5299.1,0.0
5299.11,6515.093
5299.18,6544.335
5299.25,6506.267
5299.32,6505.007
5299.39,6519.96
5299.46,6541.623
5299.53,6614.608
5299.59,0.0
5299.6,6651.521
5299.67,6613.696
5299.74,6604.038
5299.81,6616.614
5299.88,6635.42
5299.95,6695.957
5300.02,6754.893
5300.09,6733.415
5300.16,6699.825
5300.23,6715.127
5300.3,6728.238
5300.37,6761.2
5300.44,6840.987
5300.51,6860.113
5300.58,6814.804
5300.65,6808.458
5300.72,6821.156
5300.79,6838.177
5300.86,6890.391
5300.93,6963.241
5301.0,6958.302
5301.07,6909.442
5301.14,6914.353
5301.21,6926.075
5301.279,6943.879
5301.35,7004.771
5301.42,7068.608
5301.49,7056.302
5301.56,7010.885
5301.63,7016.621
5301.7,7029.444
5301.77,7046.699
5301.84,7099.646
5301.91,7167.128
5301.98,7161.289
5302.05,7113.951
5302.12,7114.724
5302.19,7126.148
5302.26,7142.244
5302.33,7190.914
5302.4,7256.575
5302.47,7251.853
5302.54,7204.787
5302.61,7206.156
5302.68,7214.376
5302.75,7228.288
5302.82,7287.524
5302.89,7345.589
5302.96,7323.742
5303.03,7280.417
5303.1,7291.474
5303.17,7300.371
5303.24,7319.975
5303.31,7397.65
5303.38,7435.15
5303.45,7386.853
5303.52,7371.081
5303.59,7382.058
5303.66,7396.45
5303.73,7457.69
5303.8,7518.566
5303.87,7481.907
5303.94,7451.848
5304.01,7461.923
5304.08,7472.414
5304.15,7524.252
5304.22,7595.234
5304.29,7566.198
5304.36,7523.44
5304.43,7535.227
5304.5,7542.756
5304.57,7578.046
5304.64,7659.385
5304.71,7655.052
5304.78,7603.022
5304.85,7609.585
5304.92,7615.742
5304.99,7634.448
5305.06,7714.467
5305.13,7750.485
5305.2,7696.205
5305.27,7679.016
5305.34,7688.538
5305.41,7698.9
5305.48,7743.186
5305.55,7816.885
5305.62,7804.906
5305.69,7751.945
5305.759,7757.79
5305.83,7764.058
5305.9,7778.071
5305.97,7843.845
5306.04,7898.238
5306.11,7867.295
5306.18,7822.986
5306.25,7833.093
5306.32,7838.994
5306.39,7855.456
5306.46,7928.656
5306.53,7977.169
5306.6,7939.744
5306.67,7896.54
5306.74,7905.885
5306.81,7911.625
5306.88,7925.46
5306.95,7988.965
5307.02,8045.817
5307.09,8023.375
5307.16,7972.883
5307.23,7977.169
5307.3,7981.241
5307.37,7989.394
5307.44,8029.627
5307.51,8103.709
5307.58,8114.594
5307.65,8065.071
5307.72,8042.793
5307.79,8052.302
5307.86,8055.547
5307.93,8069.186
5308.0,8126.148
5308.07,8183.279
5308.14,8174.059
5308.21,8125.276
5308.28,8117.209
5308.35,8122.658
5308.42,8125.712
5308.49,8140.995
5308.56,8199.547
5308.63,8256.735
5308.7,8250.091
5308.77,8199.767
5308.84,8184.816
5308.91,8191.189
5308.98,8194.707
5309.05,8203.729
5309.12,8245.885
5309.19,8312.752
5309.26,8327.932
5309.33,8290.478
5309.4,8253.412
5309.47,8258.286
5309.54,8261.61
5309.61,8264.714
5309.68,8280.03
5309.75,8335.532
5309.82,8387.801
5309.89,8388.926
5309.96,8348.961
5310.03,8320.115
5310.1,8326.592
5310.17,8329.272
5310.239,8331.507
5310.31,8346.273
5310.38,8398.158
5310.45,8453.992
5310.52,8463.978
5310.59,8427.95
5310.66,8390.051
5310.73,8391.852
5310.8,8394.555
5310.87,8393.879
5310.94,8401.087
5311.01,8430.438
5311.08,8494.915
5311.15,8535.58
5311.22,8526.425
5311.29,8483.3
5311.36,8451.951
5311.43,8456.261
5311.5,8457.396
5311.57,8456.715
5311.64,8464.658
5311.71,8489.903
5311.78,8554.149
5311.85,8598.562
5311.92,8597.87
5311.99,8559.659
5312.06,8520.25
5312.13,8516.822
5312.2,8519.337
5312.27,8517.736
5312.34,8520.25
5312.41,8532.146
5312.48,8573.681
5312.55,8631.852
5312.62,8662.947
5312.69,8651.331
5312.76,8610.799
5312.83,8576.901
5312.9,8575.062
5312.97,8576.901
5313.04,8574.141
5313.11,8574.831
5313.18,8582.657
5313.25,8611.03
5313.32,8666.203
5313.39,8710.51
5313.46,8721.74
5313.53,8696.96
5313.6,8656.208
5313.67,8630.693
5313.74,8631.389
5313.81,8630.693
5313.88,8627.451
5313.95,8627.915
5314.02,8636.254
5314.09,8662.716
5314.16,8718.229
5314.23,8767.047
5314.3,8786.37
5314.37,8767.753
5314.44,8725.955
5314.51,8687.861
5314.58,8680.636
5314.65,8681.335
5314.719,8677.841
5314.79,8673.882
5314.86,8675.278
5314.93,8685.996
5315.0,8716.825
5315.07,8772.697
5315.14,8817.568
5315.21,8835.822
5315.28,8818.989
5315.35,8782.124
5315.42,8742.133
5315.49,8724.081
5315.56,8724.315
5315.63,8722.208
5315.7,8716.592
5315.77,8713.783
5315.84,8717.526
5315.91,8731.11
5315.98,8768.93
5316.05,8820.885
5316.12,8863.633
5316.19,8876.738
5316.26,8861.014
5316.33,8822.543
5316.4,8782.596
5316.47,8762.575
5316.54,8759.987
5316.61,8757.166
5316.68,8751.291
5316.75,8747.062
5316.82,8745.889
5316.89,8753.405
5316.96,8773.168
5317.03,8811.888
5317.1,8855.303
5317.17,8884.85
5317.24,8892.729
5317.31,8875.308
5317.38,8841.52
5317.45,8808.103
5317.52,8788.257
5317.59,8785.19
5317.66,8782.596
5317.73,8775.996
5317.8,8771.049
5317.87,8767.753
5317.94,8770.578
5318.01,8782.596
5318.08,8808.339
5318.15,8847.933
5318.19,0.0
5318.22,8880.793
5318.29,8900.618
5318.36,8897.271
5318.43,8877.215
5318.5,8846.982
5318.57,8818.043
5318.64,8802.428
5318.71,8797.701
5318.78,8794.396
5318.85,8789.201
5318.92,8781.652
5318.99,8779.531
5319.06,8780.709
5319.13,8788.493
5319.199,8808.575
5319.27,8838.907
5319.34,8889.147
5319.41,8917.854
5319.48,8919.771
5319.55,8911.386
5319.62,8890.341
5319.69,8863.156
5319.76,8837.009
5319.83,8818.279
5319.9,8809.521
5319.97,8809.995
5320.04,8809.521
5320.11,8808.339
5320.18,8807.156
5320.25,8800.301
5320.32,8788.729
5320.39,8786.134
5320.46,8787.078
5320.53,8781.652
5320.6,8773.64
5320.67,8772.934
5320.74,8771.049
5320.81,8768.224
5320.88,8776.467
5320.95,8774.582
5321.02,8788.021
5321.09,8779.767
5321.16,8766.575
5321.23,8777.645
5321.3,8775.524
5321.37,8773.876
5321.44,8778.352
5321.51,8787.078
5321.58,8801.482
5321.65,8817.568
5321.72,8834.873
5321.79,8820.41
5321.86,8812.36
5321.93,8836.059
5322.0,8859.109
5322.07,8868.872
5322.14,8846.032
5322.21,8802.191
5322.28,8771.991
5322.35,8765.399
5322.42,8764.223
5322.49,8759.987
5322.56,8758.106
5322.63,8749.411
5322.7,8750.586
5322.77,8744.245
5322.84,8737.44
5322.91,8736.269
5322.98,8734.861
5323.05,8732.985
5323.12,8731.344
5323.19,8729.704
5323.26,8729.235
5323.33,8727.596
5323.4,8727.126
5323.47,8727.126
5323.54,8724.315
5323.61,8722.677
5323.679,8721.974
5323.75,8724.784
5323.82,8721.506
5323.89,8719.867
5323.96,8718.463
5324.03,8716.825
5324.1,8717.293
5324.17,8721.038
5324.24,8726.189
5324.31,8730.876
5324.38,8742.837
5324.45,8761.164
5324.52,8784.246
5324.59,8794.867
5324.66,8790.145
5324.73,8777.881
5324.8,8761.87
5324.87,8747.768
5324.94,8740.49
5325.01,8729.235
5325.08,8716.825
5325.15,8708.172
5325.22,8698.127
5325.29,8689.494
5325.36,8683.665
5325.43,8680.636
5325.5,8679.005
5325.57,8678.771
5325.64,8675.745
5325.71,8675.046
5325.78,8672.252
5325.85,8670.391
5325.92,8668.53
5325.99,8666.203
5326.06,8664.809
5326.13,8662.483
5326.2,8659.461
5326.27,8656.44
5326.34,8654.35
5326.41,8653.653
5326.48,8652.725
5326.55,8650.171
5326.62,8647.617
5326.69,8646.689
5326.76,8646.457
5326.83,8646.689
5326.9,8645.761
5326.97,8641.354
5327.04,8637.181
5327.11,8632.778
5327.18,8629.999
5327.25,8631.619
5327.32,8633.01
5327.39,8633.705
5327.46,8632.546
5327.53,8627.915
5327.6,8627.684
5327.67,8632.314
5327.74,8645.065
5327.81,8657.834
5327.88,8669.692
5327.95,8675.046
5328.02,8666.669
5328.09,8640.426
5328.159,8615.19
5328.23,8607.334
5328.3,8604.794
5328.37,8602.946
5328.44,8602.023
5328.51,8602.716
5328.58,8606.18
5328.65,8617.271
5328.72,8621.666
5328.79,8629.072
5328.86,8637.412
5328.93,8643.673
5329.0,8648.546
5329.07,8632.083
5329.14,8648.546
5329.21,8641.817
5329.28,8614.266
5329.35,8579.894
5329.42,8571.15
5329.49,8573.221
5329.56,8577.592
5329.63,8580.585
5329.7,8581.506
5329.77,8590.26
5329.84,8610.105
5329.91,8640.426
5329.98,8658.3
5330.05,8653.189
5330.12,8632.778
5330.19,8598.331
5330.26,8560.809
5330.33,8550.479
5330.4,8549.102
5330.47,8549.102
5330.54,8549.561
5330.61,8554.149
5330.68,8577.132
5330.75,8599.946
5330.82,8614.497
5330.89,8624.211
5330.96,8627.22
5331.03,8628.146
5331.1,8627.915
5331.17,8623.054
5331.24,8607.103
5331.31,8590.26
5331.38,8582.657
5331.45,8579.894
5331.52,8573.221
5331.59,8541.994
5331.66,8522.536
5331.73,8516.594
5331.8,8511.341
5331.87,8509.285
5331.94,8508.144
5332.01,8508.601
5332.08,8507.003
5332.15,8505.634
5332.22,8504.721
5332.29,8503.352
5332.36,8500.615
5332.43,8500.387
5332.5,8499.019
5332.57,8499.019
5332.639,8496.283
5332.71,8494.915
5332.78,8492.864
5332.85,8498.334
5332.92,8512.711
5332.99,8526.196
5333.06,8536.038
5333.13,8539.016
5333.2,8538.328
5333.27,8538.099
5333.34,8536.038
5333.41,8534.893
5333.48,8528.941
5333.55,8505.405
5333.62,8474.429
5333.69,8461.707
5333.76,8457.849
5333.83,8457.396
5333.9,8456.715
5333.97,8456.034
5334.04,8455.126
5334.11,8453.766
5334.18,8451.951
5334.25,8451.498
5334.32,8451.498
5334.39,8448.777
5334.46,8446.964
5334.53,8445.379
5334.6,8447.871
5334.67,8450.138
5334.74,8461.253
5334.81,8489.22
5334.88,8517.508
5334.95,8518.879
5335.02,8501.07
5335.09,8471.246
5335.16,8440.396
5335.23,8425.464
5335.3,8422.526
5335.37,8420.944
5335.44,8419.363
5335.51,8419.138
5335.58,8417.557
5335.65,8415.75
5335.72,8415.75
5335.79,8416.202
5335.86,8429.307
5335.93,8439.037
5336.0,8443.113
5336.07,8446.738
5336.14,8450.591
5336.21,8453.085
5336.28,8444.019
5336.35,8442.434
5336.42,8438.584
5336.49,8439.716
5336.56,8441.075
5336.63,8429.533
5336.7,8431.569
5336.77,8428.629
5336.84,8422.3
5336.91,8423.655
5336.98,8423.204
5337.05,8422.752
5337.119,8425.464
5337.19,8428.629
5337.26,8430.664
5337.33,8434.283
5337.4,8436.999
5337.47,8447.644
5337.54,8447.644
5337.61,8436.32
5337.68,8407.4
5337.75,8373.186
5337.82,8360.168
5337.89,8356.132
5337.96,8354.786
5338.03,8353.218
5338.1,8353.218
5338.17,8351.425
5338.24,8349.409
5338.31,8348.512
5338.38,8346.945
5338.45,8345.154
5338.52,8344.035
5338.59,8342.691
5338.66,8339.782
5338.73,8337.992
5338.8,8336.65
5338.87,8335.308
5338.94,8333.296
5339.01,8334.19
5339.08,8335.979
5339.15,8334.861
5339.22,8329.943
5339.29,8327.932
5339.36,8324.135
5339.43,8323.465
5339.5,8320.561
5339.57,8317.884
5339.64,8316.99
5339.71,8315.429
5339.78,8312.529
5339.85,8310.745
5339.92,8308.738
5339.99,8307.624
5340.06,8306.955
5340.13,8307.846
5340.2,8319.891
5340.27,8337.321
5340.34,8352.769
5340.41,8357.476
5340.48,8354.786
5340.55,8348.065
5340.62,8342.019
5340.69,8331.06
5340.76,8316.99
5340.83,8298.935
5340.9,8288.922
5340.97,8284.474
5341.04,8283.807
5341.11,8284.474
5341.18,8285.586
5341.25,8287.809
5341.32,8288.476
5341.39,8283.141
5341.46,8276.254
5341.53,8273.145
5341.599,8272.036
5341.67,8274.477
5341.74,8276.921
5341.81,8280.252
5341.88,8286.031
5341.95,8286.031
5342.02,8291.812
5342.09,8307.177
5342.16,8327.485
5342.23,8344.929
5342.3,8350.753
5342.37,8340.677
5342.44,8325.474
5342.51,8314.09
5342.58,8306.732
5342.65,8302.053
5342.72,8293.816
5342.79,8282.919
5342.86,8268.928
5342.93,8267.597
5343.0,8274.922
5343.07,8284.697
5343.14,8293.148
5343.21,8290.256
5343.28,8274.922
5343.35,8261.167
5343.42,8251.64
5343.49,8240.577
5343.56,8248.762
5343.63,8239.913
5343.7,8241.24
5343.77,8237.039
5343.84,8233.283
5343.91,8237.481
5343.98,8246.106
5344.05,8256.512
5344.12,8265.601
5344.19,8266.489
5344.26,8251.64
5344.33,8226.657
5344.4,8203.729
5344.47,8192.508
5344.54,8188.771
5344.61,8185.914
5344.68,8184.156
5344.75,8181.96
5344.82,8179.106
5344.89,8175.814
5344.96,8175.814
5345.03,8175.814
5345.1,8176.033
5345.17,8175.594
5345.24,8178.009
5345.31,8182.18
5345.38,8194.707
5345.45,8213.201
5345.52,8238.808
5345.59,8245.001
5345.66,8222.022
5345.73,8188.331
5345.8,8163.534
5345.87,8154.337
5345.94,8151.491
5346.01,8150.616
5346.079,8149.303
5346.15,8148.21
5346.22,8147.554
5346.29,8145.586
5346.36,8145.148
5346.43,8144.055
5346.5,8141.214
5346.57,8142.744
5346.64,8143.4
5346.71,8140.122
5346.78,8143.618
5346.85,8138.811
5346.92,8134.66
5346.99,8131.822
5347.06,8128.985
5347.13,8134.442
5347.2,8141.433
5347.27,8149.741
5347.34,8160.248
5347.41,8167.698
5347.48,8171.427
5347.55,8165.507
5347.62,8147.116
5347.69,8132.04
5347.76,8126.802
5347.83,8125.494
5347.9,8126.366
5347.97,8126.366
5348.04,8129.203
5348.11,8132.259
5348.18,8135.971
5348.25,8143.618
5348.32,8149.085
5348.39,8146.679
5348.46,8134.879
5348.53,8117.863
5348.6,8102.621
5348.67,8090.665
5348.74,8083.499
5348.81,8078.726
5348.88,8074.388
5348.95,8073.738
5349.02,8071.787
5349.09,8070.703
5349.16,8068.753
5349.23,8068.536
5349.3,8069.186
5349.37,8068.969
5349.44,8067.02
5349.51,8064.637
5349.58,8063.338
5349.65,8061.606
5349.72,8059.874
5349.79,8057.927
5349.86,8057.927
5349.93,8060.091
5350.0,8062.905
5350.07,8062.472
5350.14,8054.898
5350.21,8049.275
5350.28,8045.169
5350.35,8046.25
5350.42,8048.843
5350.49,8054.032
5350.559,8055.979
5350.63,8054.032
5350.7,8045.817
5350.77,8041.928
5350.84,8040.849
5350.91,8045.601
5350.98,8047.762
5351.05,8039.985
5351.12,8030.921
5351.19,8023.159
5351.26,8020.358
5351.33,8018.635
5351.4,8016.912
5351.47,8016.051
5351.54,8013.467
5351.61,8012.176
5351.68,8010.025
5351.75,8007.873
5351.82,8006.367
5351.89,8007.228
5351.96,8006.152
5352.03,8004.002
5352.1,8002.282
5352.17,7999.488
5352.24,7998.629
5352.31,8000.777
5352.38,8010.67
5352.45,8027.686
5352.52,8047.546
5352.59,8052.302
5352.66,8044.521
5352.73,8040.417
5352.8,8040.633
5352.87,8043.657
5352.94,8050.572
5353.01,8054.465
5353.08,8045.601
5353.15,8032.647
5353.22,8030.058
5353.29,8031.352
5353.36,8031.136
5353.43,8025.315
5353.5,8013.037
5353.57,7996.05
5353.64,7987.677
5353.71,7978.669
5353.78,7969.456
5353.85,7962.393
5353.92,7956.832
5353.99,7953.839
5354.06,7953.839
5354.13,7951.915
5354.2,7951.488
5354.27,7952.77
5354.34,7953.839
5354.41,7953.839
5354.48,7948.07
5354.55,7945.294
5354.62,7944.226
5354.69,7949.138
5354.76,7954.266
5354.83,7952.77
5354.9,7942.092
5354.97,7933.559
5355.039,7929.082
5355.11,7928.869
5355.18,7935.691
5355.25,7953.198
5355.32,7969.884
5355.39,7979.741
5355.46,7978.454
5355.53,7967.743
5355.6,7961.537
5355.67,7959.612
5355.74,7962.179
5355.81,7964.532
5355.88,7962.606
5355.95,7958.756
5356.02,7959.184
5356.09,7963.035
5356.16,7962.179
5356.23,7946.575
5356.3,7921.627
5356.37,7901.636
5356.44,7889.961
5356.51,7886.568
5356.58,7884.448
5356.65,7882.964
5356.72,7881.905
5356.79,7880.845
5356.86,7879.997
5356.93,7879.785
5357.0,7878.938
5357.07,7877.879
5357.14,7873.856
5357.21,7874.914
5357.28,7881.693
5357.35,7895.478
5357.42,7901.636
5357.49,7883.388
5357.56,7872.585
5357.63,7860.95
5357.7,7857.358
5357.77,7855.879
5357.84,7854.4
5357.91,7852.499
5357.98,7852.71
5358.05,7850.387
5358.12,7849.332
5358.19,7847.854
5358.26,7846.166
5358.33,7845.955
5358.4,7845.955
5358.47,7848.276
5358.54,7846.799
5358.61,7848.488
5358.68,7852.288
5358.75,7860.739
5358.82,7868.987
5358.89,7871.527
5358.96,7862.008
5359.03,7842.79
5359.1,7833.093
5359.17,7826.774
5359.24,7824.88
5359.31,7822.986
5359.38,7818.568
5359.45,7815.413
5359.519,7811.84
5359.59,7810.158
5359.66,7809.528
5359.73,7808.267
5359.8,7804.906
5359.87,7803.017
5359.94,7800.078
5360.01,7799.449
5360.08,7799.239
5360.15,7797.98
5360.22,7796.302
5360.29,7794.413
5360.36,7791.897
5360.43,7791.478
5360.5,7791.688
5360.57,7792.107
5360.64,7790.429
5360.71,7792.317
5360.78,7800.288
5360.85,7807.217
5360.92,7811.629
5360.99,7810.368
5361.06,7803.647
5361.13,7794.204
5361.2,7782.258
5361.27,7773.885
5361.34,7771.584
5361.41,7768.865
5361.48,7767.193
5361.55,7766.984
5361.62,7765.939
5361.69,7765.521
5361.76,7766.148
5361.83,7765.102
5361.9,7763.012
5361.97,7760.088
5362.04,7758.626
5362.11,7758.626
5362.18,7764.475
5362.25,7777.024
5362.32,7791.268
5362.39,7798.399
5362.46,7796.092
5362.53,7793.155
5362.6,7785.61
5362.67,7775.559
5362.74,7760.297
5362.81,7745.062
5362.88,7733.185
5362.95,7729.23
5363.02,7726.109
5363.09,7724.861
5363.16,7722.573
5363.23,7720.286
5363.3,7718.831
5363.37,7719.247
5363.44,7718.831
5363.51,7717.584
5363.58,7715.922
5363.65,7715.091
5363.72,7711.767
5363.79,7709.275
5363.86,7707.822
5363.93,7706.576
5363.999,7705.539
5364.07,7704.294
5364.14,7702.219
5364.21,7701.596
5364.28,7698.693
5364.35,7697.034
5364.42,7695.997
5364.49,7695.169
5364.56,7694.547
5364.63,7691.438
5364.7,7688.331
5364.77,7686.467
5364.84,7685.846
5364.91,7684.811
5364.98,7683.155
5365.05,7681.706
5365.12,7681.499
5365.19,7681.292
5365.26,7679.43
5365.33,7676.327
5365.4,7676.12
5365.47,7678.396
5365.54,7687.917
5365.61,7704.709
5365.68,7721.949
5365.75,7729.23
5365.82,7730.687
5365.89,7727.358
5365.96,7720.494
5366.03,7715.714
5366.1,7713.429
5366.17,7710.313
5366.24,7705.331
5366.31,7701.389
5366.38,7699.315
5366.45,7697.242
5366.52,7700.767
5366.59,7707.406
5366.66,7708.237
5366.73,7702.634
5366.8,7696.619
5366.87,7690.403
5366.94,7689.159
5367.01,7691.645
5367.08,7693.303
5367.15,7691.438
5367.22,7688.538
5367.29,7678.602
5367.36,7667.439
5367.43,7658.56
5367.5,7652.783
5367.57,7645.981
5367.64,7638.154
5367.71,7629.717
5367.78,7624.782
5367.85,7620.877
5367.92,7616.974
5367.99,7611.842
5368.06,7611.021
5368.13,7609.174
5368.2,7606.713
5368.27,7605.072
5368.34,7603.431
5368.41,7601.177
5368.479,7598.922
5368.55,7597.898
5368.62,7595.439
5368.69,7593.595
5368.76,7592.777
5368.83,7589.501
5368.9,7588.477
5368.97,7586.431
5369.04,7585.203
5369.11,7581.931
5369.18,7582.748
5369.25,7580.294
5369.32,7578.659
5369.39,7576.41
5369.46,7574.367
5369.53,7573.141
5369.6,7570.486
5369.67,7570.281
5369.74,7567.423
5369.81,7566.198
5369.88,7564.157
5369.95,7562.32
5370.02,7561.708
5370.09,7560.892
5370.16,7559.669
5370.23,7558.241
5370.3,7556.201
5370.37,7555.794
5370.44,7554.774
5370.51,7552.328
5370.58,7553.144
5370.65,7562.32
5370.72,7574.776
5370.79,7582.34
5370.86,7578.659
5370.93,7560.688
5371.0,7542.756
5371.07,7535.024
5371.14,7532.584
5371.21,7530.144
5371.28,7528.315
5371.35,7530.144
5371.42,7530.754
5371.49,7527.909
5371.56,7534.211
5371.63,7550.291
5371.7,7564.565
5371.77,7572.937
5371.84,7576.41
5371.91,7570.486
5371.98,7551.717
5372.05,7527.502
5372.12,7509.64
5372.19,7505.18
5372.26,7504.37
5372.33,7507.004
5372.4,7507.613
