mission_time,pascals
5385.28,43110
5385.35,43091
5385.42,43070
5385.49,43051
5385.56,43035
5385.63,43015
5385.7,42986
5385.77,42955
5385.84,42924
5385.91,42929
5385.98,42934
5386.05,42938
5386.12,42955
5386.19,42990
5386.26,43009
5386.33,43036
5386.399,43027
5386.47,42996
5386.54,42958
5386.61,42948
5386.68,42955
5386.75,42964
5386.82,42997
5386.89,43072
5386.96,43157
5387.03,43250
5387.1,43304
5387.17,43346
5387.24,43381
5387.31,43398
5387.38,43404
5387.45,43409
5387.52,43403
5387.59,43376
5387.66,43333
5387.73,43288
5387.8,43258
5387.87,43263
5387.94,43303
5388.01,43304
5388.08,43328
5388.15,43358
5388.22,43360
5388.29,43336
5388.36,43346
5388.43,43395
5388.5,43467
5388.57,43511
5388.64,43528
5388.71,43543
5388.78,43553
5388.85,43554
5388.92,43562
5388.99,43570
5389.06,43578
5389.13,43593
5389.2,43609
5389.27,43614
5389.34,43626
5389.41,43636
5389.48,43643
5389.55,43648
5389.62,43666
5389.69,43672
5389.76,43682
5389.83,43697
5389.9,43700
5389.97,43711
5390.04,43719
5390.11,43727
5390.18,43732
5390.25,43740
5390.32,43750
5390.39,43755
5390.46,43766
5390.53,43775
5390.6,43789
5390.67,43799
5390.74,43806
5390.81,43812
5390.879,43817
5390.95,43825
5391.02,43832
5391.09,43835
5391.16,43837
5391.23,43837
5391.3,43839
5391.37,43841
5391.44,43859
5391.51,43866
5391.58,43877
5391.65,43882
5391.72,43884
5391.79,43899
5391.86,43911
5391.93,43921
5392.0,43908
5392.07,43863
5392.14,43778
5392.21,43706
5392.28,43662
5392.35,43612
5392.42,43589
5392.49,43573
5392.56,43572
5392.63,43583
5392.7,43608
5392.77,43657
5392.84,43717
5392.91,43771
5392.98,43818
5393.05,43869
5393.12,43947
5393.19,44028
5393.26,44086
5393.33,44102
5393.4,44115
5393.47,44114
5393.54,44122
5393.61,44142
5393.68,44153
5393.75,44177
5393.82,44190
5393.89,44199
5393.96,44201
5394.03,44193
5394.1,44153
5394.17,44089
5394.24,44065
5394.31,44082
5394.38,44121
5394.45,44155
5394.52,44171
5394.59,44194
5394.66,44225
5394.73,44250
5394.8,44271
5394.87,44293
5394.94,44312
5395.01,44324
5395.08,44337
5395.15,44341
5395.22,44338
5395.29,44328
5395.359,44316
5395.43,44305
5395.5,44270
5395.57,44251
5395.64,44243
5395.71,44279
5395.78,44339
5395.85,44400
5395.92,44422
5395.99,44433
5396.06,44447
5396.13,44463
5396.2,44474
5396.27,44462
5396.34,44400
5396.41,44328
5396.48,44290
5396.55,44278
5396.62,44327
5396.69,44442
5396.76,44518
5396.83,44535
5396.9,44547
5396.97,44561
5397.04,44581
5397.11,44581
5397.18,44586
5397.25,44543
5397.32,44397
5397.39,44342
5397.46,44419
5397.53,44541
5397.6,44619
5397.67,44648
5397.74,44667
5397.81,44681
5397.88,44680
5397.95,44612
5398.02,44527
5398.09,44523
5398.16,44588
5398.23,44595
5398.3,44627
5398.37,44672
5398.44,44716
5398.51,44742
5398.58,44755
5398.65,44771
5398.72,44779
5398.79,44789
5398.86,44789
5398.93,44777
5399.0,44735
5399.07,44659
5399.14,44598
5399.21,44578
5399.28,44590
5399.35,44614
5399.42,44666
5399.49,44738
5399.56,44834
5399.63,44879
5399.7,44894
5399.77,44906
5399.839,44920
5399.91,44932
5399.98,44938
5400.05,44930
5400.12,44826
5400.19,44650
5400.26,44612
5400.33,44681
5400.4,44774
5400.47,44875
5400.54,44946
5400.61,44984
5400.68,45001
5400.75,45014
5400.82,45024
5400.89,45037
5400.96,45047
5401.03,45057
5401.1,45072
5401.17,45089
5401.24,45108
5401.31,45114
5401.38,45108
5401.45,45060
5401.52,44961
5401.59,44894
5401.66,44910
5401.73,44986
5401.8,45115
5401.87,45161
5401.94,45188
5402.01,45204
5402.08,45186
5402.15,45099
5402.22,45025
5402.29,45036
5402.36,45135
5402.43,45199
5402.5,45227
5402.57,45241
5402.64,45254
5402.71,45258
5402.78,45272
5402.85,45284
5402.92,45285
5402.99,45293
5403.06,45309
5403.13,45323
5403.2,45333
5403.27,45343
5403.34,45338
5403.41,45273
5403.48,45137
5403.55,45051
5403.62,45041
5403.69,45102
5403.76,45240
5403.83,45378
5403.9,45405
5403.97,45424
5404.04,45437
5404.11,45454
5404.18,45443
5404.25,45414
5404.319,45393
5404.39,45359
5404.46,45307
5404.53,45246
5404.6,45245
5404.67,45315
5404.74,45415
5404.81,45493
5404.88,45521
5404.95,45536
5405.02,45548
5405.09,45562
5405.16,45568
5405.23,45540
5405.3,45469
5405.37,45412
5405.44,45383
5405.51,45375
5405.58,45415
5405.65,45493
5405.72,45585
5405.79,45631
5405.86,45643
5405.93,45655
5406.0,45666
5406.07,45675
5406.14,45680
5406.21,45697
5406.28,45714
5406.35,45728
5406.42,45744
5406.49,45749
5406.56,45752
5406.63,45738
5406.7,45698
5406.77,45615
5406.84,45559
5406.91,45543
5406.98,45563
5407.05,45598
5407.12,45622
5407.19,45619
5407.26,45600
5407.33,45593
5407.4,45615
5407.47,45682
5407.54,45757
5407.61,45832
5407.68,45855
5407.75,45876
5407.82,45887
5407.89,45895
5407.96,45909
5408.03,45914
5408.1,45926
5408.17,45942
5408.24,45945
5408.31,45965
5408.38,45978
5408.45,45996
5408.52,46005
5408.59,46005
5408.66,46004
5408.73,45972
5408.799,45930
5408.87,45905
5408.94,45909
5409.01,45922
5409.08,45941
5409.15,45973
5409.22,46022
5409.29,46014
5409.36,46015
5409.43,46058
5409.5,46086
5409.57,46102
5409.64,46106
5409.71,46127
5409.78,46139
5409.85,46147
5409.92,46158
5409.99,46161
5410.06,46171
5410.13,46191
5410.2,46196
5410.27,46210
5410.34,46219
5410.41,46226
5410.48,46234
5410.55,46241
5410.62,46245
5410.69,46248
5410.76,46258
5410.83,46270
5410.9,46280
5410.97,46282
5411.04,46290
5411.11,46293
5411.18,46268
5411.25,46242
5411.32,46191
5411.39,46143
5411.46,46102
5411.53,46104
5411.6,46157
5411.67,46232
5411.74,46306
5411.81,46352
5411.88,46373
5411.95,46394
5412.02,46411
5412.09,46425
5412.16,46439
5412.23,46447
5412.3,46456
5412.37,46456
5412.44,46452
5412.51,46449
5412.58,46446
5412.65,46449
5412.72,46459
5412.79,46464
5412.86,46471
5412.93,46489
5413.0,46507
5413.07,46518
5413.14,46538
5413.21,46549
5413.279,46562
5413.35,46571
5413.42,46584
5413.49,46599
5413.56,46616
5413.63,46627
5413.7,46637
5413.77,46643
5413.84,46649
5413.91,46661
5413.98,46665
5414.05,46671
5414.12,46675
5414.19,46676
5414.26,46685
5414.33,46696
5414.4,46708
5414.47,46712
5414.54,46725
5414.61,46732
5414.68,46733
5414.75,46730
5414.82,46741
5414.89,46749
5414.96,46749
5415.03,46750
5415.1,46751
5415.17,46753
5415.24,46754
5415.31,46748
5415.38,46740
5415.45,46737
5415.52,46762
5415.59,46791
5415.66,46812
5415.73,46830
5415.8,46845
5415.87,46839
5415.94,46854
5416.01,46844
5416.08,46856
5416.15,46854
5416.22,46868
5416.29,46884
5416.36,46900
5416.43,46923
5416.5,46935
5416.57,46947
5416.64,46958
5416.71,46972
5416.78,46987
5416.85,47006
5416.92,47018
5416.99,47034
5417.06,47046
5417.13,47063
5417.2,47079
5417.27,47089
5417.34,47106
5417.41,47116
5417.48,47134
5417.55,47132
5417.62,47141
5417.69,47145
5417.759,47146
5417.83,47146
5417.9,47138
5417.97,47127
5418.04,47124
5418.11,47117
5418.18,47108
5418.25,47107
5418.32,47117
5418.39,47138
5418.46,47141
5418.53,47150
5418.6,47146
5418.67,47151
5418.74,47155
5418.81,47165
5418.88,47178
5418.95,47205
5419.02,47218
5419.09,47224
5419.16,47238
5419.23,47294
5419.3,47342
5419.37,47363
5419.44,47375
5419.51,47379
5419.58,47383
5419.65,47396
5419.72,47394
5419.79,47398
5419.86,47401
5419.93,47404
5420.0,47407
5420.07,47413
5420.14,47384
5420.21,47302
5420.28,47243
5420.35,47254
5420.42,47313
5420.49,47369
5420.56,47398
5420.63,47417
5420.7,47410
5420.77,47403
5420.84,47414
5420.91,47487
5420.98,47522
5421.05,47543
5421.12,47554
5421.19,47564
5421.26,47580
5421.33,47596
5421.4,47616
5421.47,47623
5421.54,47617
5421.61,47617
5421.68,47612
5421.75,47606
5421.82,47678
5421.89,47649
5421.96,47614
5422.03,47446
5422.1,47404
5422.17,47371
5422.239,47362
5422.31,47379
5422.38,47386
5422.45,47356
5422.52,47307
5422.59,47292
5422.66,47323
5422.73,47392
5422.8,47474
5422.87,47584
5422.94,47704
5423.01,47762
5423.08,47788
5423.15,47802
5423.22,47813
5423.29,47823
5423.36,47836
5423.43,47853
5423.5,47873
5423.57,47882
5423.64,47890
5423.71,47888
5423.78,47849
5423.85,47749
5423.92,47656
5423.99,47632
5424.06,47676
5424.13,47762
5424.2,47848
5424.27,47905
5424.34,47931
5424.41,47945
5424.48,47959
5424.55,47973
5424.62,47985
5424.69,47998
5424.76,48008
5424.83,48016
5424.9,48034
5424.97,48046
5425.04,48050
5425.11,48069
5425.18,48062
5425.25,48080
5425.32,48064
5425.39,48073
5425.46,48072
5425.53,48063
5425.6,48038
5425.67,47995
5425.74,47942
5425.81,47893
5425.88,47885
5425.95,47904
5426.02,47929
5426.09,47976
5426.16,48038
5426.23,48107
5426.3,48161
5426.37,48193
5426.44,48203
5426.51,48214
5426.58,48223
5426.65,48229
5426.719,48238
5426.79,48255
5426.86,48275
5426.93,48292
5427.0,48299
5427.07,48242
5427.14,48142
5427.21,48056
5427.28,47991
5427.35,47945
5427.42,47931
5427.49,47967
5427.56,48015
5427.63,48054
5427.7,48101
5427.77,48150
5427.84,48210
5427.91,48284
5427.98,48357
5428.05,48397
5428.12,48410
5428.19,48423
5428.26,48436
5428.33,48446
5428.4,48464
5428.47,48470
5428.54,48486
5428.61,48491
5428.68,48497
5428.75,48496
5428.82,48480
5428.89,48464
5428.96,48463
5429.03,48471
5429.1,48485
5429.17,48443
5429.24,48357
5429.31,48271
5429.38,48195
5429.45,48143
5429.52,48108
5429.59,48111
5429.66,48175
5429.73,48277
5429.8,48388
5429.87,48469
5429.94,48523
5430.01,48549
5430.08,48561
5430.15,48576
5430.22,48594
5430.29,48621
5430.36,48643
5430.43,48661
5430.5,48697
5430.57,48714
5430.64,48718
5430.71,48734
5430.78,48752
5430.85,48772
5430.92,48778
5430.99,48745
5431.06,48668
5431.13,48570
5431.199,48469
5431.27,48399
5431.34,48367
5431.41,48426
5431.48,48535
5431.55,48644
5431.62,48740
5431.69,48817
5431.76,48853
5431.83,48872
5431.9,48890
5431.97,48904
5432.04,48920
5432.11,48932
5432.18,48939
5432.25,48949
5432.32,48961
5432.39,48966
5432.46,48976
5432.53,48987
5432.6,48983
5432.67,48918
5432.74,48820
5432.81,48739
5432.88,48703
5432.95,48697
5433.02,48699
5433.09,48701
5433.16,48708
5433.23,48720
5433.3,48734
5433.37,48768
5433.44,48855
5433.51,48953
5433.58,49057
5433.65,49093
5433.72,49106
5433.79,49116
5433.86,49132
5433.93,49142
5434.0,49158
5434.07,49164
5434.14,49175
5434.21,49196
5434.28,49215
5434.35,49224
5434.42,49233
5434.49,49229
5434.56,49208
5434.63,49138
5434.7,49055
5434.77,49007
5434.84,48998
5434.91,48987
5434.98,48973
5435.05,48943
5435.12,48930
5435.19,48975
5435.26,49106
5435.33,49250
5435.4,49307
5435.47,49323
5435.54,49336
5435.61,49354
5435.679,49360
5435.75,49376
5435.82,49389
5435.89,49402
5435.96,49409
5436.03,49415
5436.1,49422
5436.17,49434
5436.24,49447
5436.31,49458
5436.38,49470
5436.45,49478
5436.52,49496
5436.59,49502
5436.66,49517
5436.73,49519
5436.8,49522
5436.87,49530
5436.94,49538
5437.01,49550
5437.08,49560
5437.15,49563
5437.22,49559
5437.29,49553
5437.36,49555
5437.43,49559
5437.5,49579
5437.57,49573
5437.64,49596
5437.71,49584
5437.78,49567
5437.85,49565
5437.92,49552
5437.99,49532
5438.06,49568
5438.13,49665
5438.2,49651
5438.27,49691
5438.34,49702
5438.41,49709
5438.48,49714
5438.55,49728
5438.62,49739
5438.69,49747
5438.76,49749
5438.83,49761
5438.9,49766
5438.97,49776
5439.04,49773
5439.11,49770
5439.18,49770
5439.25,49766
5439.32,49756
5439.39,49739
5439.46,49718
5439.53,49697
5439.6,49659
5439.67,49630
5439.74,49617
5439.81,49606
5439.88,49575
5439.95,49546
5440.02,49516
5440.09,49499
5440.159,49493
5440.23,49486
5440.3,49496
5440.37,49507
5440.44,49531
5440.51,49558
5440.58,49589
5440.65,49589
5440.72,49588
5440.79,49606
5440.86,49618
5440.93,49641
5441.0,49638
5441.07,49621
5441.14,49598
5441.21,49584
5441.28,49740
5441.35,49706
5441.42,49838
5441.49,49900
5441.56,49942
5441.63,49988
5441.7,49968
5441.77,49975
5441.84,50026
5441.91,50074
5441.98,50085
5442.05,50088
5442.12,50086
5442.19,50089
5442.26,50111
5442.33,50157
5442.4,50192
5442.47,50205
5442.54,50221
5442.61,50233
5442.68,50250
5442.75,50258
5442.82,50267
5442.89,50273
5442.96,50272
5443.03,50284
5443.1,50293
5443.17,50301
5443.24,50315
5443.31,50324
5443.38,50311
5443.45,50260
5443.52,50188
5443.59,50090
5443.66,49976
5443.73,49867
5443.8,49846
5443.87,49856
5443.94,49886
5444.01,49905
5444.08,49918
5444.15,49941
5444.22,50014
5444.29,50112
5444.36,50190
5444.43,50254
5444.5,50307
5444.57,50353
5444.639,50395
5444.71,50439
5444.78,50481
5444.85,50504
5444.92,50523
5444.99,50538
5445.06,50548
5445.13,50557
5445.2,50568
5445.27,50572
5445.34,50585
5445.41,50589
5445.48,50601
5445.55,50607
5445.62,50616
5445.69,50620
5445.76,50617
5445.83,50620
5445.9,50632
5445.97,50634
5446.04,50645
5446.11,50659
5446.18,50675
5446.25,50688
5446.32,50701
5446.39,50710
5446.46,50710
5446.53,50712
5446.6,50706
5446.67,50674
5446.74,50609
5446.81,50561
5446.88,50534
5446.95,50484
5447.02,50430
5447.09,50404
5447.16,50427
5447.23,50457
5447.3,50503
5447.37,50552
5447.44,50574
5447.51,50584
5447.58,50568
5447.65,50579
5447.72,50596
5447.79,50617
5447.86,50656
5447.93,50716
5448.0,50784
5448.07,50840
5448.14,50876
5448.21,50887
5448.28,50891
5448.35,50909
5448.42,50929
5448.49,50948
5448.56,50966
5448.63,50969
5448.7,50985
5448.77,50981
5448.84,50969
5448.91,50966
5448.98,50959
5449.05,50954
5449.119,50971
5449.19,51000
5449.26,51065
5449.33,50988
5449.4,50917
5449.47,50842
5449.54,50837
5449.61,50785
5449.68,50806
5449.75,50853
5449.82,50926
5449.89,50989
5449.96,51031
5450.03,51067
5450.1,51097
5450.17,51135
5450.24,51170
5450.31,51208
5450.38,51228
5450.45,51245
5450.52,51264
5450.59,51280
5450.66,51287
5450.73,51302
5450.8,51298
5450.87,51294
5450.94,51233
5451.01,51140
5451.08,51053
5451.15,50976
5451.22,50915
5451.29,50871
5451.36,50856
5451.43,50874
5451.5,50934
5451.57,51020
5451.64,51153
5451.71,51293
5451.78,51382
5451.85,51421
5451.92,51443
5451.99,51463
5452.06,51475
5452.13,51488
5452.2,51493
5452.27,51500
5452.34,51503
5452.41,51505
5452.48,51487
5452.55,51442
5452.62,51362
5452.69,51253
5452.76,51146
5452.83,51057
5452.9,51036
5452.97,51083
5453.04,51185
5453.11,51370
5453.18,51415
5453.25,51496
5453.32,51545
5453.39,51573
5453.46,51595
5453.53,51600
5453.599,51612
5453.67,51626
5453.74,51637
5453.81,51650
5453.88,51655
5453.95,51670
5454.02,51688
5454.09,51707
5454.16,51707
5454.23,51721
5454.3,51733
5454.37,51759
5454.44,51771
5454.51,51763
5454.58,51642
5454.65,51430
5454.72,51298
5454.79,51274
5454.86,51319
5454.93,51408
5455.0,51518
5455.07,51640
5455.14,51778
5455.21,51852
5455.28,51880
5455.35,51899
5455.42,51915
5455.49,51919
5455.56,51858
5455.63,51659
5455.7,51546
5455.77,51546
5455.84,51582
5455.91,51640
5455.98,51708
5456.05,51783
5456.12,51851
5456.19,51928
5456.26,51967
5456.33,51990
5456.4,52005
5456.47,52011
5456.54,52019
5456.61,52031
5456.68,52053
5456.75,52073
5456.82,52090
5456.89,52103
5456.96,52121
5457.03,52121
5457.1,52119
5457.17,52084
5457.24,52037
5457.31,52006
5457.38,51990
5457.45,52009
5457.52,52031
5457.59,52043
5457.66,52019
5457.73,49904
5457.8,49840
5457.87,49819
5457.94,49827
5458.01,49864
5458.079,49914
5458.15,49947
5458.22,49979
5458.29,50030
5458.36,52148
5458.43,52221
5458.5,52282
5458.57,52312
5458.64,52331
5458.71,52334
5458.78,52346
5458.85,52364
5458.92,52375
5458.99,52384
5459.06,52393
5459.13,52408
5459.2,52411
5459.27,52420
5459.34,52434
5459.41,50385
5459.48,50393
5459.55,50402
5459.62,50410
5459.69,50424
5459.76,50424
5459.83,50436
5459.9,50440
5459.97,50447
5460.04,50449
5460.11,50461
5460.18,50471
5460.25,50489
5460.32,50500
5460.39,50509
5460.46,50518
5460.53,50523
5460.6,50522
5460.67,50537
5460.74,50538
5460.81,50543
5460.88,50558
5460.95,50567
5461.02,50583
5461.09,50593
5461.16,50609
5461.23,50618
5461.3,50633
5461.37,50649
5461.44,50654
5461.51,50626
5461.58,50558
5461.65,50488
5461.72,50457
5461.79,50449
5461.86,50460
5461.93,50481
5462.0,50508
5462.07,50508
5462.14,50488
5462.21,50438
5462.28,50387
5462.35,50371
5462.42,50377
5462.49,50404
5462.559,50454
5462.63,50496
5462.7,50536
5462.77,50548
5462.84,50546
5462.91,50533
5462.98,50529
5463.05,50532
5463.12,50560
5463.19,50601
5463.26,50664
5463.33,50748
5463.4,50827
5463.47,50876
5463.54,50901
5463.61,50913
5463.68,50917
5463.75,50917
5463.82,50925
5463.89,50936
5463.96,50949
5464.03,50957
5464.1,50975
5464.17,50993
5464.24,51002
5464.31,51013
5464.38,51016
5464.45,51025
5464.52,51034
5464.59,51041
5464.66,51049
5464.73,51063
5464.8,51084
5464.87,51098
5464.94,51112
5465.01,51124
5465.08,51135
5465.15,51137
5465.22,51126
5465.29,51081
5465.36,50998
5465.43,50915
5465.5,50852
5465.57,50826
5465.64,50830
5465.71,50848
5465.78,50865
5465.85,50885
5465.92,50910
5465.99,50948
5466.06,50981
5466.13,51017
5466.2,51047
5466.27,51075
5466.34,51124
5466.41,51165
5466.48,51209
5466.55,51238
5466.62,51259
5466.69,51277
5466.76,51293
5466.83,51320
5466.9,51349
5466.97,51367
5467.039,51383
5467.11,51395
5467.18,51407
5467.25,51421
5467.32,51428
5467.39,51440
5467.46,51434
5467.53,51434
5467.6,51414
5467.67,51378
5467.74,51288
5467.81,51234
5467.88,51214
5467.95,51227
5468.02,51253
5468.09,51271
5468.16,51289
5468.23,51311
5468.3,51343
5468.37,51377
5468.44,51401
5468.51,51417
5468.58,51415
5468.65,51401
5468.72,51389
5468.79,51376
5468.86,51378
5468.93,51387
5469.0,51395
5469.07,51381
5469.14,51378
5469.21,51405
5469.28,51430
5469.35,51451
5469.42,51475
5469.49,51494
5469.56,51514
5469.63,51514
5469.7,51496
5469.77,51478
5469.84,51500
5469.91,51543
5469.98,51584
5470.05,51593
5470.12,51593
5470.19,51553
5470.26,51515
5470.33,51519
5470.4,51565
5470.47,51634
5470.54,51673
5470.61,51686
5470.68,51714
5470.75,51798
5470.82,51790
5470.89,51824
5470.96,51856
5471.03,51877
5471.1,51909
5471.17,51932
5471.24,51948
5471.31,51961
5471.38,51963
5471.45,51963
5471.519,51965
5471.59,51978
5471.66,52001
5471.73,52009
5471.8,52023
5471.87,52030
5471.94,52038
5472.01,52050
5472.08,52055
5472.15,52062
5472.22,52067
5472.29,52073
5472.36,52077
5472.43,52084
5472.5,52094
5472.57,52114
5472.64,52130
5472.71,52137
5472.78,52146
5472.85,52158
5472.92,52171
5472.99,52181
5473.06,52189
5473.13,52198
5473.2,52205
5473.27,52214
5473.34,52228
5473.41,52231
5473.48,52234
5473.55,52230
5473.62,52226
5473.69,52215
5473.76,52213
5473.83,52211
5473.9,52193
5473.97,52146
5474.04,52095
5474.11,52048
5474.18,52021
5474.25,52037
5474.32,52078
5474.39,52156
5474.46,52265
5474.53,52345
5474.6,52374
5474.67,52400
5474.74,52415
5474.81,52428
5474.88,52438
5474.95,52434
5475.02,52377
5475.09,52237
5475.16,52163
5475.23,52173
5475.3,52262
5475.37,52408
5475.44,52487
5475.51,52513
5475.58,52530
5475.65,52528
5475.72,52468
5475.79,52418
5475.86,52432
5475.93,52496
5475.999,52546
5476.07,52571
5476.14,52590
5476.21,52615
5476.28,52630
5476.35,52619
5476.42,55232
5476.49,55148
5476.56,55084
5476.63,55062
5476.7,55053
5476.77,55053
5476.84,55078
5476.91,55121
5476.98,55156
5477.05,55194
5477.12,55228
5477.19,55274
5477.26,55323
5477.33,55382
5477.4,55431
5477.47,55443
5477.54,55457
5477.61,55478
5477.68,55498
5477.75,55500
5477.82,55451
5477.89,55349
5477.96,55309
5478.03,55342
5478.1,55403
5478.17,55477
5478.24,55527
5478.31,55549
5478.38,55565
5478.45,55578
5478.52,55592
5478.59,55589
5478.66,55546
5478.73,55453
5478.8,55390
5478.87,55382
5478.94,55468
5479.01,55624
5479.08,55657
5479.15,55680
5479.22,55695
5479.29,55701
5479.36,55651
5479.43,55518
5479.5,55448
5479.57,55513
5479.64,55623
5479.71,55708
5479.78,55737
5479.85,55767
5479.92,55781
5479.99,55799
5480.06,55809
5480.13,55815
5480.2,55820
5480.27,55834
5480.34,55821
5480.41,55752
5480.479,55650
5480.55,55586
5480.62,55570
5480.69,55595
5480.76,55628
5480.83,55665
5480.9,55712
5480.97,55755
5481.04,55802
5481.11,55840
5481.18,55882
5481.25,55905
5481.32,55926
5481.39,55945
5481.46,55961
5481.53,55968
5481.6,55978
5481.67,55996
5481.74,56012
5481.81,56027
5481.88,56050
5481.95,56070
5482.02,56075
5482.09,56084
5482.16,56083
5482.23,56059
5482.3,55992
5482.37,55959
5482.44,56028
5482.51,56049
5482.58,56100
5482.65,56120
5482.72,56140
5482.79,56158
5482.86,56165
5482.93,56176
5483.0,56194
5483.07,56218
5483.14,56223
5483.21,56238
5483.28,56251
5483.35,56255
5483.42,56262
5483.49,56264
5483.56,56269
5483.63,56280
5483.7,56286
5483.77,56296
5483.84,56296
5483.91,56290
5483.98,56268
5484.05,56236
5484.12,56203
5484.19,56183
5484.26,56175
5484.33,56169
5484.4,56159
5484.47,56159
5484.54,56163
5484.61,56175
5484.68,56189
5484.75,56218
5484.82,56253
5484.89,56280
5484.959,56290
5485.03,56309
5485.1,56333
5485.17,56376
5485.24,56398
5485.31,56421
5485.38,56434
5485.45,56440
5485.52,56440
5485.59,56440
5485.66,56463
5485.73,56496
5485.8,56528
5485.87,56559
5485.94,56587
5486.01,56598
5486.08,56618
5486.15,56633
5486.22,56642
5486.29,56649
5486.36,56655
5486.43,56648
5486.5,56642
5486.57,56628
5486.64,56619
5486.71,56590
5486.78,56552
5486.85,56515
5486.92,56501
5486.99,56500
5487.06,56525
5487.13,56555
5487.2,56583
5487.27,56617
5487.34,56644
5487.41,56669
5487.48,56684
5487.55,56694
5487.62,56702
5487.69,56717
5487.76,56720
5487.83,56720
5487.9,56725
5487.97,56715
5488.04,56715
5488.11,56708
5488.18,56734
5488.25,56753
5488.32,56784
5488.39,56811
5488.46,56832
5488.53,56852
5488.6,56857
5488.67,56855
5488.74,56852
5488.81,56833
5488.88,56814
5488.95,56808
5489.02,56834
5489.09,56894
5489.16,56983
5489.23,57053
5489.3,57083
5489.37,57100
5489.439,57103
5489.51,57102
5489.58,57088
5489.65,57090
5489.72,57061
5489.79,57006
5489.86,56956
5489.93,56950
5490.0,56980
5490.07,57021
5490.14,57059
5490.21,57113
5490.28,57180
5490.35,57231
5490.42,57238
5490.49,57240
5490.56,57243
5490.63,57248
5490.7,57240
5490.77,57219
5490.84,57193
5490.91,57173
5490.98,57150
5491.05,57157
5491.12,57217
5491.19,57306
5491.26,57349
5491.33,57371
5491.4,57377
5491.47,57378
5491.54,57384
5491.61,57376
5491.68,57369
5491.75,57355
5491.82,57332
5491.89,57311
5491.96,57281
5492.03,57264
5492.1,57263
5492.17,57264
5492.24,57303
5492.31,57358
5492.38,57430
5492.45,57493
5492.52,57528
5492.59,57546
5492.66,57558
5492.73,57559
5492.8,57559
5492.87,57563
5492.94,57567
5493.01,57571
5493.08,57578
5493.15,57599
5493.22,57609
5493.29,57615
5493.36,57618
5493.43,57605
5493.5,57568
5493.57,57552
5493.64,57557
5493.71,57559
5493.78,57563
5493.85,57551
5493.919,57540
5493.99,57538
5494.06,57532
5494.13,57525
5494.2,57537
5494.27,57575
5494.34,57659
5494.41,57737
5494.48,57787
5494.55,57821
5494.62,57834
5494.69,57834
5494.76,57839
5494.83,57846
5494.9,57861
5494.97,57861
5495.04,57871
5495.11,57877
5495.18,57888
5495.25,57901
5495.32,57909
5495.39,57917
5495.46,57921
5495.53,57934
5495.6,57944
5495.67,57953
5495.74,57959
5495.81,57970
5495.88,57974
5495.95,57977
5496.02,57986
5496.09,58002
5496.16,58007
5496.23,58015
5496.3,58030
5496.37,58031
5496.44,58036
5496.51,58042
5496.58,58050
5496.65,58062
5496.72,58068
5496.79,58081
5496.86,58088
5496.93,58101
5497.0,58101
5497.07,58117
5497.14,58126
5497.21,58134
5497.28,58143
5497.35,58146
5497.42,58123
5497.49,58123
5497.56,58150
5497.63,58182
5497.7,58200
5497.77,58218
5497.84,58234
5497.91,58242
5497.98,58253
5498.05,58269
5498.12,58281
5498.19,58299
5498.26,58309
5498.33,58323
5498.399,58326
5498.47,58334
5498.54,58343
5498.61,58336
5498.68,58317
5498.75,58276
5498.82,58226
5498.89,58171
5498.96,58127
5499.03,58101
5499.1,58114
5499.17,58151
5499.24,58203
5499.31,58261
5499.38,58328
5499.45,58387
5499.52,58428
5499.59,58451
5499.66,58465
5499.73,58488
5499.8,58490
5499.87,58503
5499.94,58509
5500.01,58518
5500.08,58530
5500.15,58542
5500.22,58551
5500.29,58565
5500.36,58580
5500.43,58588
5500.5,58601
5500.57,58592
5500.64,58571
5500.71,58546
5500.78,58523
5500.85,58511
5500.92,58495
5500.99,58488
5501.06,58487
5501.13,58501
5501.2,58528
5501.27,58557
5501.34,58584
5501.41,58612
5501.48,58642
5501.55,58687
5501.62,58732
5501.69,58753
5501.76,58770
5501.83,58783
5501.9,58796
5501.97,58807
5502.04,58821
5502.11,58837
5502.18,58851
5502.25,58867
5502.32,58876
5502.39,58884
5502.46,58890
5502.53,58898
5502.6,58903
5502.67,58915
5502.74,58918
5502.81,58930
5502.879,58939
5502.95,58945
5503.02,58949
5503.09,58952
5503.16,58963
5503.23,58975
5503.3,58982
5503.37,58998
5503.44,59012
5503.51,59015
5503.58,59027
5503.65,59033
5503.72,59044
5503.79,59049
5503.86,59059
5503.93,59068
5504.0,59075
5504.07,59082
5504.14,59092
5504.21,59100
5504.28,59107
5504.35,59115
5504.42,59121
5504.49,59124
5504.56,59132
5504.63,59133
5504.7,59144
5504.77,59145
5504.84,59138
5504.91,59137
5504.98,59133
5505.05,59136
5505.12,59145
5505.19,59165
5505.26,59189
5505.33,59226
5505.4,59259
5505.47,59284
5505.54,59300
5505.61,59317
5505.68,59326
5505.75,59333
5505.82,59339
5505.89,59338
5505.96,59328
5506.03,59315
5506.1,59287
5506.17,59224
5506.24,59140
5506.31,59087
5506.38,59034
5506.45,59020
5506.52,59033
5506.59,59115
5506.66,59232
5506.73,59349
5506.8,59428
5506.87,59463
5506.94,59459
5507.01,59462
5507.08,59471
5507.15,59486
5507.22,59503
5507.29,59508
5507.359,59512
5507.43,59511
5507.5,59499
5507.57,59478
