mission_time,celsius
5288.4,19.49
5288.47,19.48
5288.54,19.48
5288.61,19.48
5288.68,19.48
5288.75,19.48
5288.82,19.48
5288.89,19.47
5288.96,19.47
5289.03,19.45
5289.1,19.44
5289.17,19.46
5289.24,19.46
5289.31,19.47
5289.38,19.46
5289.45,19.47
5289.52,19.46
5289.59,19.44
5289.66,19.43
5289.73,19.44
5289.8,19.46
5289.87,19.47
5289.94,19.47
5290.01,19.47
5290.08,19.46
5290.15,19.43
5290.22,19.41
5290.29,19.43
5290.36,19.46
5290.43,19.46
5290.5,19.46
5290.57,19.46
5290.64,19.44
5290.71,19.42
5290.78,19.44
5290.85,19.47
5290.92,19.46
5290.99,19.46
5291.06,19.46
5291.13,19.42
5291.2,19.44
5291.27,19.46
5291.34,19.47
5291.41,19.47
5291.48,19.45
5291.55,19.42
5291.62,19.46
5291.69,19.48
5291.76,19.48
5291.83,19.46
5291.9,19.43
5291.97,19.46
5292.04,19.48
5292.11,19.48
5292.18,19.46
5292.25,19.44
5292.319,19.46
5292.39,19.48
5292.46,19.48
5292.53,19.46
5292.6,19.45
5292.67,19.48
5292.74,19.49
5292.81,19.48
5292.88,19.45
5292.95,19.47
5293.02,19.49
5293.09,19.49
5293.16,19.46
5293.23,19.46
5293.3,19.49
5293.37,19.49
5293.44,19.49
5293.51,19.47
5293.58,19.49
5293.65,19.5
5293.72,19.5
5293.79,19.47
5293.86,19.47
5293.93,19.5
5294.0,19.51
5294.07,19.5
5294.14,19.46
5294.21,19.49
5294.28,19.51
5294.35,19.51
5294.42,19.49
5294.49,19.47
5294.56,19.51
5294.63,19.51
5294.7,19.51
5294.77,19.48
5294.84,19.49
5294.91,19.51
5294.98,19.52
5295.05,19.51
5295.12,19.48
5295.19,19.5
5295.26,19.52
5295.33,19.53
5295.4,19.52
5295.47,19.48
5295.54,19.5
5295.61,19.52
5295.68,19.52
5295.75,19.52
5295.82,19.49
5295.89,19.48
5295.96,19.52
5296.03,19.52
5296.1,19.53
5296.17,19.5
5296.24,19.47
5296.31,19.52
5296.38,19.53
5296.45,19.54
5296.52,19.5
5296.59,19.48
5296.66,19.54
5296.73,19.55
5296.799,19.51
5296.87,19.47
5296.94,19.53
5297.01,19.56
5297.08,19.56
5297.15,19.52
5297.22,19.48
5297.29,19.53
5297.36,19.56
5297.43,19.57
5297.5,19.53
5297.57,19.47
5297.64,19.53
5297.71,19.57
5297.78,19.58
5297.85,19.56
5297.92,19.49
5297.99,19.51
5298.06,19.58
5298.13,19.58
5298.2,19.58
5298.27,19.52
5298.34,19.5
5298.41,19.56
5298.48,19.59
5298.55,19.59
5298.62,19.58
5298.69,19.51
5298.76,19.52
5298.83,19.59
5298.9,19.6
5298.97,19.6
5299.04,19.58
5299.11,19.51
5299.18,19.53
5299.25,19.6
5299.32,19.6
5299.39,19.61
5299.46,19.59
5299.53,19.52
5299.6,19.53
5299.67,19.6
5299.74,19.61
5299.81,19.62
5299.88,19.61
5299.95,19.55
5300.02,19.52
5300.09,19.59
5300.16,19.62
5300.23,19.62
5300.3,19.62
5300.37,19.59
5300.44,19.52
5300.51,19.55
5300.58,19.62
5300.65,19.62
5300.72,19.62
5300.79,19.62
5300.86,19.57
5300.93,19.52
5301.0,19.58
5301.07,19.63
5301.14,19.63
5301.21,19.63
5301.279,19.62
5301.35,19.58
5301.42,19.54
5301.49,19.59
5301.56,19.64
5301.63,19.64
5301.7,19.64
5301.77,19.64
5301.84,19.6
5301.91,19.56
5301.98,19.6
5302.05,19.65
5302.12,19.65
5302.19,19.65
5302.26,19.65
5302.33,19.61
5302.4,19.57
5302.47,19.61
5302.54,19.66
5302.61,19.66
5302.68,19.67
5302.75,19.66
5302.82,19.61
5302.89,19.59
5302.96,19.63
5303.03,19.67
5303.1,19.67
5303.17,19.68
5303.24,19.66
5303.31,19.61
5303.38,19.61
5303.45,19.67
5303.52,19.68
5303.59,19.69
5303.66,19.68
5303.73,19.62
5303.8,19.62
5303.87,19.67
5303.94,19.69
5304.01,19.71
5304.08,19.69
5304.15,19.64
5304.22,19.62
5304.29,19.67
5304.36,19.71
5304.43,19.72
5304.5,19.71
5304.57,19.67
5304.64,19.63
5304.71,19.66
5304.78,19.72
5304.85,19.72
5304.92,19.72
5304.99,19.7
5305.06,19.63
5305.13,19.64
5305.2,19.71
5305.27,19.73
5305.34,19.73
5305.41,19.73
5305.48,19.67
5305.55,19.63
5305.62,19.68
5305.69,19.73
5305.759,19.73
5305.83,19.74
5305.9,19.73
5305.97,19.66
5306.04,19.64
5306.11,19.69
5306.18,19.74
5306.25,19.74
5306.32,19.74
5306.39,19.73
5306.46,19.66
5306.53,19.65
5306.6,19.71
5306.67,19.74
5306.74,19.75
5306.81,19.75
5306.88,19.74
5306.95,19.67
5307.02,19.65
5307.09,19.71
5307.16,19.75
5307.23,19.75
5307.3,19.76
5307.37,19.76
5307.44,19.72
5307.51,19.66
5307.58,19.68
5307.65,19.75
5307.72,19.76
5307.79,19.77
5307.86,19.77
5307.93,19.76
5308.0,19.71
5308.07,19.67
5308.14,19.72
5308.21,19.77
5308.28,19.78
5308.35,19.78
5308.42,19.78
5308.49,19.77
5308.56,19.72
5308.63,19.68
5308.7,19.72
5308.77,19.77
5308.84,19.78
5308.91,19.78
5308.98,19.78
5309.05,19.78
5309.12,19.75
5309.19,19.7
5309.26,19.71
5309.33,19.76
5309.4,19.78
5309.47,19.78
5309.54,19.79
5309.61,19.79
5309.68,19.78
5309.75,19.74
5309.82,19.72
5309.89,19.74
5309.96,19.78
5310.03,19.8
5310.1,19.8
5310.17,19.8
5310.239,19.81
5310.31,19.79
5310.38,19.76
5310.45,19.73
5310.52,19.74
5310.59,19.78
5310.66,19.81
5310.73,19.81
5310.8,19.81
5310.87,19.82
5310.94,19.81
5311.01,19.79
5311.08,19.75
5311.15,19.73
5311.22,19.76
5311.29,19.79
5311.36,19.82
5311.43,19.82
5311.5,19.83
5311.57,19.83
5311.64,19.83
5311.71,19.8
5311.78,19.76
5311.85,19.74
5311.92,19.75
5311.99,19.79
5312.06,19.83
5312.13,19.83
5312.2,19.83
5312.27,19.84
5312.34,19.84
5312.41,19.83
5312.48,19.8
5312.55,19.77
5312.62,19.75
5312.69,19.77
5312.76,19.81
5312.83,19.83
5312.9,19.84
5312.97,19.84
5313.04,19.85
5313.11,19.86
5313.18,19.85
5313.25,19.82
5313.32,19.78
5313.39,19.77
5313.46,19.77
5313.53,19.79
5313.6,19.83
5313.67,19.85
5313.74,19.87
5313.81,19.87
5313.88,19.87
5313.95,19.88
5314.02,19.87
5314.09,19.84
5314.16,19.8
5314.23,19.77
5314.3,19.77
5314.37,19.78
5314.44,19.83
5314.51,19.87
5314.58,19.87
5314.65,19.88
5314.719,19.89
5314.79,19.89
5314.86,19.89
5314.93,19.88
5315.0,19.85
5315.07,19.8
5315.14,19.78
5315.21,19.78
5315.28,19.79
5315.35,19.83
5315.42,19.87
5315.49,19.89
5315.56,19.89
5315.63,19.89
5315.7,19.9
5315.77,19.91
5315.84,19.9
5315.91,19.89
5315.98,19.85
5316.05,19.81
5316.12,19.78
5316.19,19.78
5316.26,19.8
5316.33,19.84
5316.4,19.88
5316.47,19.9
5316.54,19.91
5316.61,19.91
5316.68,19.92
5316.75,19.92
5316.82,19.92
5316.89,19.92
5316.96,19.9
5317.03,19.87
5317.1,19.83
5317.17,19.81
5317.24,19.81
5317.31,19.83
5317.38,19.87
5317.45,19.9
5317.52,19.92
5317.59,19.92
5317.66,19.92
5317.73,19.93
5317.8,19.93
5317.87,19.94
5317.94,19.93
5318.01,19.93
5318.08,19.9
5318.15,19.87
5318.22,19.84
5318.29,19.83
5318.36,19.84
5318.43,19.87
5318.5,19.89
5318.57,19.92
5318.64,19.93
5318.71,19.94
5318.78,19.94
5318.85,19.94
5318.92,19.94
5318.99,19.94
5319.06,19.94
5319.13,19.93
5319.199,19.92
5319.27,19.89
5319.34,19.85
5319.41,19.83
5319.48,19.83
5319.55,19.84
5319.62,19.87
5319.69,19.9
5319.76,19.92
5319.83,19.94
5319.9,19.93
5319.97,19.94
5320.04,19.94
5320.11,19.95
5320.18,19.95
5320.25,19.95
5320.32,19.95
5320.39,19.95
5320.46,19.95
5320.53,19.95
5320.6,19.95
5320.67,19.96
5320.74,19.96
5320.81,19.96
5320.88,19.96
5320.95,19.96
5321.02,19.96
5321.09,19.95
5321.16,19.95
5321.23,19.95
5321.3,19.94
5321.37,19.94
5321.44,19.94
5321.51,19.94
5321.58,19.94
5321.65,19.93
5321.72,19.91
5321.79,19.91
5321.86,19.91
5321.93,19.89
5322.0,19.87
5322.07,19.85
5322.14,19.88
5322.21,19.92
5322.28,19.93
5322.35,19.94
5322.42,19.94
5322.49,19.95
5322.56,19.94
5322.63,19.94
5322.7,19.94
5322.77,19.94
5322.84,19.94
5322.91,19.93
5322.98,19.94
5323.05,19.94
5323.12,19.94
5323.19,19.94
5323.26,19.94
5323.33,19.94
5323.4,19.94
5323.47,19.95
5323.54,19.95
5323.61,19.95
5323.679,19.95
5323.75,19.94
5323.82,19.94
5323.89,19.94
5323.96,19.94
5324.03,19.94
5324.1,19.94
5324.17,19.94
5324.24,19.93
5324.31,19.93
5324.38,19.92
5324.45,19.9
5324.52,19.88
5324.59,19.88
5324.66,19.89
5324.73,19.89
5324.8,19.91
5324.87,19.93
5324.94,19.93
5325.01,19.93
5325.08,19.94
5325.15,19.94
5325.22,19.95
5325.29,19.95
5325.36,19.95
5325.43,19.95
5325.5,19.95
5325.57,19.95
5325.64,19.95
5325.71,19.95
5325.78,19.95
5325.85,19.95
5325.92,19.95
5325.99,19.95
5326.06,19.95
5326.13,19.95
5326.2,19.95
5326.27,19.95
5326.34,19.96
5326.41,19.96
5326.48,19.96
5326.55,19.96
5326.62,19.95
5326.69,19.95
5326.76,19.95
5326.83,19.95
5326.9,19.95
5326.97,19.95
5327.04,19.96
5327.11,19.96
5327.18,19.96
5327.25,19.96
5327.32,19.96
5327.39,19.96
5327.46,19.96
5327.53,19.95
5327.6,19.95
5327.67,19.95
5327.74,19.93
5327.81,19.93
5327.88,19.92
5327.95,19.92
5328.02,19.93
5328.09,19.94
5328.159,19.96
5328.23,19.96
5328.3,19.96
5328.37,19.96
5328.44,19.96
5328.51,19.96
5328.58,19.96
5328.65,19.95
5328.72,19.94
5328.79,19.93
5328.86,19.94
5328.93,19.93
5329.0,19.93
5329.07,19.94
5329.14,19.92
5329.21,19.93
5329.28,19.95
5329.35,19.97
5329.42,19.97
5329.49,19.97
5329.56,19.97
5329.63,19.97
5329.7,19.96
5329.77,19.95
5329.84,19.93
5329.91,19.91
5329.98,19.89
5330.05,19.9
5330.12,19.92
5330.19,19.94
5330.26,19.96
5330.33,19.97
5330.4,19.96
5330.47,19.96
5330.54,19.96
5330.61,19.95
5330.68,19.93
5330.75,19.92
5330.82,19.9
5330.89,19.89
5330.96,19.89
5331.03,19.89
5331.1,19.88
5331.17,19.89
5331.24,19.9
5331.31,19.91
5331.38,19.91
5331.45,19.91
5331.52,19.92
5331.59,19.95
5331.66,19.96
5331.73,19.96
5331.8,19.96
5331.87,19.96
5331.94,19.96
5332.01,19.96
5332.08,19.96
5332.15,19.96
5332.22,19.96
5332.29,19.96
5332.36,19.96
5332.43,19.96
5332.5,19.96
5332.57,19.96
5332.639,19.96
5332.71,19.96
5332.78,19.96
5332.85,19.95
5332.92,19.94
5332.99,19.94
5333.06,19.93
5333.13,19.93
5333.2,19.93
5333.27,19.92
5333.34,19.92
5333.41,19.93
5333.48,19.93
5333.55,19.95
5333.62,19.97
5333.69,19.97
5333.76,19.98
5333.83,19.98
5333.9,19.97
5333.97,19.97
5334.04,19.97
5334.11,19.97
5334.18,19.97
5334.25,19.96
5334.32,19.96
5334.39,19.96
5334.46,19.96
5334.53,19.96
5334.6,19.95
5334.67,19.95
5334.74,19.93
5334.81,19.92
5334.88,19.9
5334.95,19.9
5335.02,19.91
5335.09,19.94
5335.16,19.95
5335.23,19.96
5335.3,19.96
5335.37,19.96
5335.44,19.96
5335.51,19.96
5335.58,19.96
5335.65,19.96
5335.72,19.96
5335.79,19.95
5335.86,19.94
5335.93,19.93
5336.0,19.93
5336.07,19.93
5336.14,19.92
5336.21,19.92
5336.28,19.93
5336.35,19.93
5336.42,19.93
5336.49,19.92
5336.56,19.92
5336.63,19.93
5336.7,19.93
5336.77,19.93
5336.84,19.94
5336.91,19.93
5336.98,19.93
5337.05,19.93
5337.119,19.92
5337.19,19.92
5337.26,19.91
5337.33,19.91
5337.4,19.9
5337.47,19.89
5337.54,19.89
5337.61,19.91
5337.68,19.94
5337.75,19.95
5337.82,19.96
5337.89,19.96
5337.96,19.96
5338.03,19.96
5338.1,19.96
5338.17,19.96
5338.24,19.96
5338.31,19.96
5338.38,19.96
5338.45,19.96
5338.52,19.96
5338.59,19.96
5338.66,19.95
5338.73,19.95
5338.8,19.96
5338.87,19.95
5338.94,19.96
5339.01,19.95
5339.08,19.95
5339.15,19.95
5339.22,19.95
5339.29,19.95
5339.36,19.95
5339.43,19.95
5339.5,19.95
5339.57,19.95
5339.64,19.95
5339.71,19.95
5339.78,19.94
5339.85,19.95
5339.92,19.94
5339.99,19.94
5340.06,19.94
5340.13,19.94
5340.2,19.94
5340.27,19.92
5340.34,19.9
5340.41,19.9
5340.48,19.9
5340.55,19.9
5340.62,19.91
5340.69,19.92
5340.76,19.93
5340.83,19.93
5340.9,19.93
5340.97,19.94
5341.04,19.94
5341.11,19.93
5341.18,19.94
5341.25,19.94
5341.32,19.94
5341.39,19.94
5341.46,19.93
5341.53,19.93
5341.599,19.94
5341.67,19.94
5341.74,19.93
5341.81,19.92
5341.88,19.92
5341.95,19.92
5342.02,19.91
5342.09,19.89
5342.16,19.87
5342.23,19.85
5342.3,19.85
5342.37,19.87
5342.44,19.88
5342.51,19.89
5342.58,19.89
5342.65,19.9
5342.72,19.9
5342.79,19.91
5342.86,19.92
5342.93,19.92
5343.0,19.9
5343.07,19.89
5343.14,19.89
5343.21,19.89
5343.28,19.91
5343.35,19.92
5343.42,19.92
5343.49,19.92
5343.56,19.92
5343.63,19.93
5343.7,19.93
5343.77,19.93
5343.84,19.93
5343.91,19.93
5343.98,19.91
5344.05,19.9
5344.12,19.89
5344.19,19.89
5344.26,19.9
5344.33,19.93
5344.4,19.93
5344.47,19.94
5344.54,19.94
5344.61,19.94
5344.68,19.94
5344.75,19.94
5344.82,19.94
5344.89,19.94
5344.96,19.93
5345.03,19.93
5345.1,19.94
5345.17,19.94
5345.24,19.93
5345.31,19.93
5345.38,19.91
5345.45,19.89
5345.52,19.87
5345.59,19.87
5345.66,19.89
5345.73,19.92
5345.8,19.94
5345.87,19.94
5345.94,19.94
5346.01,19.94
5346.079,19.94
5346.15,19.94
5346.22,19.93
5346.29,19.93
5346.36,19.93
5346.43,19.93
5346.5,19.93
5346.57,19.93
5346.64,19.92
5346.71,19.92
5346.78,19.92
5346.85,19.92
5346.92,19.92
5346.99,19.92
5347.06,19.92
5347.13,19.91
5347.2,19.91
5347.27,19.89
5347.34,19.88
5347.41,19.87
5347.48,19.87
5347.55,19.88
5347.62,19.89
5347.69,19.9
5347.76,19.91
5347.83,19.9
5347.9,19.9
5347.97,19.89
5348.04,19.89
5348.11,19.88
5348.18,19.88
5348.25,19.87
5348.32,19.87
5348.39,19.87
5348.46,19.88
5348.53,19.89
5348.6,19.9
5348.67,19.91
5348.74,19.91
5348.81,19.91
5348.88,19.92
5348.95,19.91
5349.02,19.91
5349.09,19.91
5349.16,19.91
5349.23,19.91
5349.3,19.91
5349.37,19.9
5349.44,19.9
5349.51,19.9
5349.58,19.9
5349.65,19.89
5349.72,19.89
5349.79,19.89
5349.86,19.89
5349.93,19.88
5350.0,19.88
5350.07,19.88
5350.14,19.89
5350.21,19.89
5350.28,19.89
5350.35,19.89
5350.42,19.88
5350.49,19.88
5350.559,19.87
5350.63,19.87
5350.7,19.88
5350.77,19.88
5350.84,19.88
5350.91,19.87
5350.98,19.87
5351.05,19.88
5351.12,19.88
5351.19,19.88
5351.26,19.88
5351.33,19.88
5351.4,19.88
5351.47,19.88
5351.54,19.88
5351.61,19.88
5351.68,19.88
5351.75,19.88
5351.82,19.88
5351.89,19.88
5351.96,19.87
5352.03,19.87
5352.1,19.87
5352.17,19.87
5352.24,19.87
5352.31,19.86
5352.38,19.84
5352.45,19.83
5352.52,19.81
5352.59,19.8
5352.66,19.81
5352.73,19.81
5352.8,19.81
5352.87,19.8
5352.94,19.79
5353.01,19.79
5353.08,19.79
5353.15,19.81
5353.22,19.8
5353.29,19.8
5353.36,19.8
5353.43,19.81
5353.5,19.82
5353.57,19.83
5353.64,19.83
5353.71,19.84
5353.78,19.85
5353.85,19.85
5353.92,19.85
5353.99,19.85
5354.06,19.85
5354.13,19.85
5354.2,19.84
5354.27,19.84
5354.34,19.83
5354.41,19.83
5354.48,19.84
5354.55,19.83
5354.62,19.83
5354.69,19.83
5354.76,19.82
5354.83,19.82
5354.9,19.83
5354.97,19.83
5355.039,19.83
5355.11,19.83
5355.18,19.82
5355.25,19.8
5355.32,19.78
5355.39,19.78
5355.46,19.78
5355.53,19.78
5355.6,19.79
5355.67,19.79
5355.74,19.78
5355.81,19.78
5355.88,19.78
5355.95,19.78
5356.02,19.78
5356.09,19.78
5356.16,19.78
5356.23,19.78
5356.3,19.81
5356.37,19.82
5356.44,19.82
5356.51,19.83
5356.58,19.83
5356.65,19.83
5356.72,19.82
5356.79,19.82
5356.86,19.82
5356.93,19.81
5357.0,19.81
5357.07,19.81
5357.14,19.81
5357.21,19.8
5357.28,19.8
5357.35,19.78
5357.42,19.78
5357.49,19.78
5357.56,19.8
5357.63,19.8
5357.7,19.8
5357.77,19.8
5357.84,19.8
5357.91,19.8
5357.98,19.8
5358.05,19.8
5358.12,19.8
5358.19,19.79
5358.26,19.79
5358.33,19.79
5358.4,19.79
5358.47,19.79
5358.54,19.79
5358.61,19.78
5358.68,19.78
5358.75,19.77
5358.82,19.76
5358.89,19.76
5358.96,19.77
5359.03,19.78
5359.1,19.78
5359.17,19.78
5359.24,19.78
5359.31,19.78
5359.38,19.78
5359.45,19.78
5359.519,19.78
5359.59,19.78
5359.66,19.78
5359.73,19.78
5359.8,19.78
5359.87,19.78
5359.94,19.78
5360.01,19.78
5360.08,19.78
5360.15,19.77
5360.22,19.77
5360.29,19.77
5360.36,19.77
5360.43,19.77
5360.5,19.77
5360.57,19.76
5360.64,19.76
5360.71,19.75
5360.78,19.74
5360.85,19.73
5360.92,19.73
5360.99,19.73
5361.06,19.73
5361.13,19.74
5361.2,19.74
5361.27,19.75
5361.34,19.75
5361.41,19.74
5361.48,19.74
5361.55,19.74
5361.62,19.74
5361.69,19.74
5361.76,19.74
5361.83,19.73
5361.9,19.73
5361.97,19.73
5362.04,19.73
5362.11,19.73
5362.18,19.72
5362.25,19.71
5362.32,19.68
5362.39,19.68
5362.46,19.67
5362.53,19.68
5362.6,19.68
5362.67,19.69
5362.74,19.71
5362.81,19.72
5362.88,19.73
5362.95,19.73
5363.02,19.73
5363.09,19.73
5363.16,19.73
5363.23,19.73
5363.3,19.72
5363.37,19.73
5363.44,19.72
5363.51,19.72
5363.58,19.72
5363.65,19.72
5363.72,19.72
5363.79,19.71
5363.86,19.71
5363.93,19.71
5363.999,19.69
5364.07,19.7
5364.14,19.69
5364.21,19.69
5364.28,19.69
5364.35,19.69
5364.42,19.69
5364.49,19.69
5364.56,19.69
5364.63,19.69
5364.7,19.69
5364.77,19.68
5364.84,19.68
5364.91,19.68
5364.98,19.68
5365.05,19.68
5365.12,19.68
5365.19,19.67
5365.26,19.67
5365.33,19.67
5365.4,19.67
5365.47,19.66
5365.54,19.65
5365.61,19.63
5365.68,19.62
5365.75,19.61
5365.82,19.61
5365.89,19.61
5365.96,19.62
5366.03,19.62
5366.1,19.62
5366.17,19.62
5366.24,19.62
5366.31,19.62
5366.38,19.62
5366.45,19.62
5366.52,19.61
5366.59,19.61
5366.66,19.6
5366.73,19.61
5366.8,19.61
5366.87,19.61
5366.94,19.61
5367.01,19.61
5367.08,19.6
5367.15,19.6
5367.22,19.61
5367.29,19.62
5367.36,19.62
5367.43,19.62
5367.5,19.62
5367.57,19.63
5367.64,19.63
5367.71,19.64
5367.78,19.64
5367.85,19.64
5367.92,19.64
5367.99,19.64
5368.06,19.64
5368.13,19.64
5368.2,19.64
5368.27,19.64
5368.34,19.64
5368.41,19.64
5368.479,19.64
5368.55,19.63
5368.62,19.63
5368.69,19.63
5368.76,19.63
5368.83,19.63
5368.9,19.63
5368.97,19.63
5369.04,19.63
5369.11,19.63
5369.18,19.62
5369.25,19.62
5369.32,19.62
5369.39,19.62
5369.46,19.63
5369.53,19.63
5369.6,19.62
5369.67,19.62
5369.74,19.62
5369.81,19.62
5369.88,19.62
5369.95,19.62
5370.02,19.61
5370.09,19.61
5370.16,19.61
5370.23,19.61
5370.3,19.6
5370.37,19.6
5370.44,19.6
5370.51,19.6
5370.58,19.59
5370.65,19.58
5370.72,19.56
5370.79,19.56
5370.86,19.56
5370.93,19.58
5371.0,19.59
5371.07,19.59
5371.14,19.59
5371.21,19.59
5371.28,19.58
5371.35,19.58
5371.42,19.58
5371.49,19.58
5371.56,19.56
5371.63,19.54
5371.7,19.52
5371.77,19.51
5371.84,19.51
5371.91,19.51
5371.98,19.53
5372.05,19.56
5372.12,19.57
5372.19,19.57
5372.26,19.57
5372.33,19.56
5372.4,19.56
5372.47,19.54
5372.54,19.51
5372.61,19.5
5372.68,19.5
5372.75,19.5
5372.82,19.51
5372.89,19.52
5372.959,19.53
5373.03,19.53
5373.1,19.53
5373.17,19.52
5373.24,19.52
5373.31,19.51
5373.38,19.5
5373.45,19.49
5373.52,19.48
5373.59,19.47
5373.66,19.47
5373.73,19.46
5373.8,19.47
5373.87,19.46
5373.94,19.48
5374.01,19.5
5374.08,19.51
5374.15,19.51
5374.22,19.51
5374.29,19.51
5374.36,19.51
5374.43,19.51
5374.5,19.51
5374.57,19.51
5374.64,19.5
5374.71,19.5
5374.78,19.5
5374.85,19.49
5374.92,19.48
5374.99,19.47
5375.06,19.46
5375.13,19.46
5375.2,19.47
5375.27,19.47
5375.34,19.47
5375.41,19.47
5375.48,19.47
5375.55,19.48
5375.62,19.49
5375.69,19.49
5375.76,19.49
5375.83,19.49
5375.9,19.49
5375.97,19.49
5376.04,19.49
5376.11,19.48
5376.18,19.48
5376.25,19.48
5376.32,19.47
5376.39,19.46
5376.46,19.46
5376.53,19.46
5376.6,19.47
5376.67,19.47
5376.74,19.47
5376.81,19.47
5376.88,19.47
5376.95,19.47
5377.02,19.46
5377.09,19.46
5377.16,19.47
5377.23,19.46
5377.3,19.45
5377.37,19.45
5377.439,19.45
5377.51,19.45
5377.58,19.46
5377.65,19.46
5377.72,19.45
5377.79,19.45
5377.86,19.45
5377.93,19.45
5378.0,19.45
5378.07,19.45
5378.14,19.44
5378.21,19.44
5378.28,19.43
5378.35,19.42
5378.42,19.41
5378.49,19.41
5378.56,19.42
5378.63,19.43
5378.7,19.43
5378.77,19.43
5378.84,19.42
5378.91,19.42
5378.98,19.4
5379.05,19.37
5379.12,19.35
5379.19,19.35
5379.26,19.36
5379.33,19.36
5379.4,19.36
5379.47,19.37
5379.54,19.37
5379.61,19.39
5379.68,19.4
5379.75,19.4
5379.82,19.4
5379.89,19.4
5379.96,19.39
5380.03,19.38
5380.1,19.37
5380.17,19.36
5380.24,19.35
5380.31,19.35
5380.38,19.34
5380.45,19.34
5380.52,19.34
5380.59,19.35
5380.66,19.36
5380.73,19.37
5380.8,19.37
5380.87,19.37
5380.94,19.37
5381.01,19.37
5381.08,19.36
5381.15,19.36
5381.22,19.36
5381.29,19.36
5381.36,19.36
5381.43,19.35
5381.5,19.33
5381.57,19.31
5381.64,19.32
5381.71,19.35
5381.78,19.35
5381.85,19.35
5381.919,19.35
5381.99,19.34
5382.06,19.34
5382.13,19.33
5382.2,19.33
5382.27,19.31
5382.34,19.3
5382.41,19.28
5382.48,19.29
5382.55,19.31
5382.62,19.32
5382.69,19.32
5382.76,19.32
5382.83,19.32
5382.9,19.31
5382.97,19.31
5383.04,19.29
5383.11,19.27
5383.18,19.27
5383.25,19.29
5383.32,19.3
5383.39,19.31
5383.46,19.31
5383.53,19.32
5383.6,19.32
5383.67,19.31
5383.74,19.31
5383.81,19.31
5383.88,19.31
5383.95,19.3
5384.02,19.3
5384.09,19.29
5384.16,19.27
5384.23,19.27
5384.3,19.29
5384.37,19.31
5384.44,19.31
5384.51,19.3
5384.58,19.3
5384.65,19.3
5384.72,19.28
5384.79,19.27
5384.86,19.27
5384.93,19.29
5385.0,19.29
5385.07,19.28
5385.14,19.28
5385.21,19.27
5385.28,19.27
5385.35,19.26
5385.42,19.25
5385.49,19.24
5385.56,19.23
5385.63,19.22
5385.7,19.21
5385.77,19.2
5385.84,19.19
5385.91,19.19
5385.98,19.19
5386.05,19.19
5386.12,19.19
5386.19,19.19
5386.26,19.19
5386.33,19.19
5386.399,19.19
5386.47,19.18
5386.54,19.17
5386.61,19.16
5386.68,19.17
5386.75,19.16
5386.82,19.17
5386.89,19.18
5386.96,19.2
5387.03,19.21
5387.1,19.21
5387.17,19.23
5387.24,19.23
5387.31,19.23
5387.38,19.23
5387.45,19.21
5387.52,19.21
5387.59,19.2
5387.66,19.18
5387.73,19.17
5387.8,19.16
5387.87,19.16
5387.94,19.16
5388.01,19.17
5388.08,19.17
5388.15,19.17
5388.22,19.17
5388.29,19.16
5388.36,19.16
5388.43,19.17
5388.5,19.18
5388.57,19.17
5388.64,19.17
5388.71,19.17
5388.78,19.17
5388.85,19.16
5388.92,19.16
5388.99,19.16
5389.06,19.15
5389.13,19.15
5389.2,19.15
5389.27,19.14
5389.34,19.14
5389.41,19.14
5389.48,19.15
5389.55,19.14
5389.62,19.14
5389.69,19.15
5389.76,19.14
5389.83,19.14
5389.9,19.14
5389.97,19.14
5390.04,19.14
5390.11,19.14
5390.18,19.14
5390.25,19.13
5390.32,19.13
5390.39,19.13
5390.46,19.13
5390.53,19.13
5390.6,19.13
5390.67,19.13
5390.74,19.13
5390.81,19.13
5390.879,19.13
5390.95,19.12
5391.02,19.12
5391.09,19.12
5391.16,19.12
5391.23,19.11
5391.3,19.11
5391.37,19.11
5391.44,19.11
5391.51,19.11
5391.58,19.11
5391.65,19.11
5391.72,19.11
5391.79,19.1
5391.86,19.1
5391.93,19.1
5392.0,19.09
5392.07,19.07
5392.14,19.04
5392.21,19.03
5392.28,19.02
5392.35,19.01
5392.42,19.0
5392.49,19.0
5392.56,18.99
5392.63,18.99
5392.7,19.0
5392.77,19.0
5392.84,19.01
5392.91,19.01
5392.98,19.02
5393.05,19.03
5393.12,19.04
5393.19,19.05
5393.26,19.05
5393.33,19.05
5393.4,19.05
5393.47,19.05
5393.54,19.05
5393.61,19.05
5393.68,19.04
5393.75,19.05
5393.82,19.04
5393.89,19.04
5393.96,19.04
5394.03,19.03
5394.1,19.02
5394.17,19.0
5394.24,19.0
5394.31,19.0
5394.38,19.01
5394.45,19.01
5394.52,19.01
5394.59,19.01
5394.66,19.01
5394.73,19.01
5394.8,19.01
5394.87,19.01
5394.94,19.01
5395.01,19.01
5395.08,19.0
5395.15,19.0
5395.22,18.99
5395.29,18.99
5395.359,18.98
5395.43,18.98
5395.5,18.98
5395.57,18.98
5395.64,18.97
5395.71,18.98
5395.78,18.98
5395.85,18.98
5395.92,18.98
5395.99,18.98
5396.06,18.98
5396.13,18.98
5396.2,18.98
5396.27,18.98
5396.34,18.96
5396.41,18.95
5396.48,18.94
5396.55,18.94
5396.62,18.95
5396.69,18.97
5396.76,18.97
5396.83,18.97
5396.9,18.97
5396.97,18.97
5397.04,18.97
5397.11,18.96
